"","Site","Year","Month","SWE_mm","LocalityName","Region","LocalityCode"
"4931",34,2008,6,0,"Stangeskovene Aurskog","Hedmark","SSAB"
"4932",35,2008,6,0,"Hi_tydal","Trøndelag","HIB"
"4933",36,2008,6,0,"Notodden3","Telemark","3NOB"
"4934",37,2008,6,0,"Drangedal3","Telemark","3DRB"
"4935",38,2008,6,0,"steinkjer_1BBb","Trøndelag","1BBB"
"4936",39,2008,6,0,"Selbu_Flub","Trøndelag","FLB"
"4937",40,2008,6,0,"Stangeskovene Eidskog","Hedmark","SSBB"
"4938",41,2008,6,0,"Maarud 3","Hedmark","M3B"
"4939",42,2008,6,0,"Fritsøe2","Telemark","2FRB"
"4940",43,2008,6,0,"Notodden1","Telemark","1NOB"
"4941",44,2008,6,0,"Kviteseid3","Telemark","3KVB"
"4942",45,2008,6,0,"verdal_1vb","Trøndelag","1VBB"
"4943",46,2008,6,0,"Sørum 1","Hedmark","SKB"
"4944",47,2008,6,0,"steinkjer_2BBb","Trøndelag","2BBB"
"4945",0,2009,6,0,"Stig Dæhlen","Hedmark","SDB"
"4946",1,2009,6,0,"Maarud 2","Hedmark","M2B"
"4947",2,2009,6,0,"Nome_Cappelen2","Telemark","2CAB"
"4948",3,2009,6,0,"Eidskog","Hedmark","STSKNB"
"4949",4,2009,6,0,"Notodden6","Telemark","6NOB"
"4950",5,2009,6,0,"namdalseid_1kub","Trøndelag","1KB"
"4951",6,2009,6,0,"Fet 3","Hedmark","FKB"
"4952",7,2009,6,0,"Didrik Holmsen","Hedmark","DHB"
"4953",8,2009,6,0,"Halvard Pramhus","Hedmark","HPB"
"4954",9,2009,6,0,"Selbu_kl","Trøndelag","KLB"
"4955",10,2009,6,0,"Kongsvinger 1","Hedmark","IAAB"
"4956",11,2009,6,0,"Nsb_Verdal","Trøndelag","1NSB"
"4957",12,2009,6,0,"Sl_Tydal","Trøndelag","SEB"
"4958",13,2009,6,0,"Nes 1","Hedmark","DDB"
"4959",14,2009,6,0,"Kviteseid2","Telemark","2KVB"
"4960",15,2009,6,0,"Bratsberg","Trøndelag","BRB"
"4961",16,2009,6,0,"Kviteseid1","Telemark","1KVB"
"4962",17,2009,6,0,"Selbu_Sl","Trøndelag","SLB"
"4963",18,2009,6,0,"Maarud 1","Hedmark","M1B"
"4964",19,2009,6,0,"Nes 2","Hedmark","OLB"
"4965",20,2009,6,0,"Kongsvinger 2","Hedmark","JCDB"
"4966",21,2009,6,0,"Notodden5","Telemark","5NOB"
"4967",22,2009,6,0,"Fritsøe1","Telemark","1FRB"
"4968",23,2009,6,0,"Notodden4","Telemark","4NOB"
"4969",24,2009,6,0,"verdal_2VB","Trøndelag","2VBB"
"4970",25,2009,6,0,"Truls Holm","Hedmark","THB"
"4971",26,2009,6,0,"Drangedal1","Telemark","1DRB"
"4972",27,2009,6,0,"Furesdal","Telemark","1FYB"
"4973",28,2009,6,0,"Sub_Namdalseid","Trøndelag","1SB"
"4974",29,2009,6,0,"Malvik","Trøndelag","MAB"
"4975",30,2009,6,0,"Drangedal4","Telemark","4DRB"
"4976",31,2009,6,0,"Nome_Cappelen1","Telemark","1CAB"
"4977",32,2009,6,0,"ingen","Trøndelag","1RB"
"4978",33,2009,6,0,"Singsås","Trøndelag","LAB"
"4979",34,2009,6,0,"Stangeskovene Aurskog","Hedmark","SSAB"
"4980",35,2009,6,0,"Hi_tydal","Trøndelag","HIB"
"4981",36,2009,6,0,"Notodden3","Telemark","3NOB"
"4982",37,2009,6,0,"Drangedal3","Telemark","3DRB"
"4983",38,2009,6,0,"steinkjer_1BBb","Trøndelag","1BBB"
"4984",39,2009,6,0,"Selbu_Flub","Trøndelag","FLB"
"4985",40,2009,6,0,"Stangeskovene Eidskog","Hedmark","SSBB"
"4986",41,2009,6,0,"Maarud 3","Hedmark","M3B"
"4987",42,2009,6,0,"Fritsøe2","Telemark","2FRB"
"4988",43,2009,6,0,"Notodden1","Telemark","1NOB"
"4989",44,2009,6,0,"Kviteseid3","Telemark","3KVB"
"4990",45,2009,6,0,"verdal_1vb","Trøndelag","1VBB"
"4991",46,2009,6,0,"Sørum 1","Hedmark","SKB"
"4992",47,2009,6,0,"steinkjer_2BBb","Trøndelag","2BBB"
"4993",0,2010,6,0,"Stig Dæhlen","Hedmark","SDB"
"4994",1,2010,6,0,"Maarud 2","Hedmark","M2B"
"4995",2,2010,6,0,"Nome_Cappelen2","Telemark","2CAB"
"4996",3,2010,6,0,"Eidskog","Hedmark","STSKNB"
"4997",4,2010,6,0,"Notodden6","Telemark","6NOB"
"4998",5,2010,6,0,"namdalseid_1kub","Trøndelag","1KB"
"4999",6,2010,6,0,"Fet 3","Hedmark","FKB"
"5000",7,2010,6,0,"Didrik Holmsen","Hedmark","DHB"
"5001",8,2010,6,0,"Halvard Pramhus","Hedmark","HPB"
"5002",9,2010,6,0,"Selbu_kl","Trøndelag","KLB"
"5003",10,2010,6,0,"Kongsvinger 1","Hedmark","IAAB"
"5004",11,2010,6,0,"Nsb_Verdal","Trøndelag","1NSB"
"5005",12,2010,6,0,"Sl_Tydal","Trøndelag","SEB"
"5006",13,2010,6,0,"Nes 1","Hedmark","DDB"
"5007",14,2010,6,0,"Kviteseid2","Telemark","2KVB"
"5008",15,2010,6,0,"Bratsberg","Trøndelag","BRB"
"5009",16,2010,6,0,"Kviteseid1","Telemark","1KVB"
"5010",17,2010,6,0,"Selbu_Sl","Trøndelag","SLB"
"5011",18,2010,6,0,"Maarud 1","Hedmark","M1B"
"5012",19,2010,6,0,"Nes 2","Hedmark","OLB"
"5013",20,2010,6,0,"Kongsvinger 2","Hedmark","JCDB"
"5014",21,2010,6,0,"Notodden5","Telemark","5NOB"
"5015",22,2010,6,0,"Fritsøe1","Telemark","1FRB"
"5016",23,2010,6,0,"Notodden4","Telemark","4NOB"
"5017",24,2010,6,0,"verdal_2VB","Trøndelag","2VBB"
"5018",25,2010,6,0,"Truls Holm","Hedmark","THB"
"5019",26,2010,6,0,"Drangedal1","Telemark","1DRB"
"5020",27,2010,6,0,"Furesdal","Telemark","1FYB"
"5021",28,2010,6,0,"Sub_Namdalseid","Trøndelag","1SB"
"5022",29,2010,6,0,"Malvik","Trøndelag","MAB"
"5023",30,2010,6,0,"Drangedal4","Telemark","4DRB"
"5024",31,2010,6,0,"Nome_Cappelen1","Telemark","1CAB"
"5025",32,2010,6,0,"ingen","Trøndelag","1RB"
"5026",33,2010,6,0,"Singsås","Trøndelag","LAB"
"5027",34,2010,6,0,"Stangeskovene Aurskog","Hedmark","SSAB"
"5028",35,2010,6,0,"Hi_tydal","Trøndelag","HIB"
"5029",36,2010,6,0,"Notodden3","Telemark","3NOB"
"5030",37,2010,6,0,"Drangedal3","Telemark","3DRB"
"5031",38,2010,6,0,"steinkjer_1BBb","Trøndelag","1BBB"
"5032",39,2010,6,0,"Selbu_Flub","Trøndelag","FLB"
"5033",40,2010,6,0,"Stangeskovene Eidskog","Hedmark","SSBB"
"5034",41,2010,6,0,"Maarud 3","Hedmark","M3B"
"5035",42,2010,6,0,"Fritsøe2","Telemark","2FRB"
"5036",43,2010,6,0,"Notodden1","Telemark","1NOB"
"5037",44,2010,6,0,"Kviteseid3","Telemark","3KVB"
"5038",45,2010,6,0,"verdal_1vb","Trøndelag","1VBB"
"5039",46,2010,6,0,"Sørum 1","Hedmark","SKB"
"5040",47,2010,6,0,"steinkjer_2BBb","Trøndelag","2BBB"
"5041",0,2011,6,0,"Stig Dæhlen","Hedmark","SDB"
"5042",1,2011,6,0,"Maarud 2","Hedmark","M2B"
"5043",2,2011,6,0,"Nome_Cappelen2","Telemark","2CAB"
"5044",3,2011,6,0,"Eidskog","Hedmark","STSKNB"
"5045",4,2011,6,0,"Notodden6","Telemark","6NOB"
"5046",5,2011,6,0,"namdalseid_1kub","Trøndelag","1KB"
"5047",6,2011,6,0,"Fet 3","Hedmark","FKB"
"5048",7,2011,6,0,"Didrik Holmsen","Hedmark","DHB"
"5049",8,2011,6,0,"Halvard Pramhus","Hedmark","HPB"
"5050",9,2011,6,0,"Selbu_kl","Trøndelag","KLB"
"5051",10,2011,6,0,"Kongsvinger 1","Hedmark","IAAB"
"5052",11,2011,6,0,"Nsb_Verdal","Trøndelag","1NSB"
"5053",12,2011,6,0,"Sl_Tydal","Trøndelag","SEB"
"5054",13,2011,6,0,"Nes 1","Hedmark","DDB"
"5055",14,2011,6,0,"Kviteseid2","Telemark","2KVB"
"5056",15,2011,6,0,"Bratsberg","Trøndelag","BRB"
"5057",16,2011,6,0,"Kviteseid1","Telemark","1KVB"
"5058",17,2011,6,0,"Selbu_Sl","Trøndelag","SLB"
"5059",18,2011,6,0,"Maarud 1","Hedmark","M1B"
"5060",19,2011,6,0,"Nes 2","Hedmark","OLB"
"5061",20,2011,6,0,"Kongsvinger 2","Hedmark","JCDB"
"5062",21,2011,6,0,"Notodden5","Telemark","5NOB"
"5063",22,2011,6,0,"Fritsøe1","Telemark","1FRB"
"5064",23,2011,6,0,"Notodden4","Telemark","4NOB"
"5065",24,2011,6,0,"verdal_2VB","Trøndelag","2VBB"
"5066",25,2011,6,0,"Truls Holm","Hedmark","THB"
"5067",26,2011,6,0,"Drangedal1","Telemark","1DRB"
"5068",27,2011,6,0,"Furesdal","Telemark","1FYB"
"5069",28,2011,6,0,"Sub_Namdalseid","Trøndelag","1SB"
"5070",29,2011,6,0,"Malvik","Trøndelag","MAB"
"5071",30,2011,6,0,"Drangedal4","Telemark","4DRB"
"5072",31,2011,6,0,"Nome_Cappelen1","Telemark","1CAB"
"5073",32,2011,6,0,"ingen","Trøndelag","1RB"
"5074",33,2011,6,0,"Singsås","Trøndelag","LAB"
"5075",34,2011,6,0,"Stangeskovene Aurskog","Hedmark","SSAB"
"5076",35,2011,6,0,"Hi_tydal","Trøndelag","HIB"
"5077",36,2011,6,0,"Notodden3","Telemark","3NOB"
"5078",37,2011,6,0,"Drangedal3","Telemark","3DRB"
"5079",38,2011,6,0,"steinkjer_1BBb","Trøndelag","1BBB"
"5080",39,2011,6,0,"Selbu_Flub","Trøndelag","FLB"
"5081",40,2011,6,0,"Stangeskovene Eidskog","Hedmark","SSBB"
"5082",41,2011,6,0,"Maarud 3","Hedmark","M3B"
"5083",42,2011,6,0,"Fritsøe2","Telemark","2FRB"
"5084",43,2011,6,0,"Notodden1","Telemark","1NOB"
"5085",44,2011,6,0,"Kviteseid3","Telemark","3KVB"
"5086",45,2011,6,0,"verdal_1vb","Trøndelag","1VBB"
"5087",46,2011,6,0,"Sørum 1","Hedmark","SKB"
"5088",47,2011,6,0,"steinkjer_2BBb","Trøndelag","2BBB"
"5089",0,2012,6,0,"Stig Dæhlen","Hedmark","SDB"
"5090",1,2012,6,0,"Maarud 2","Hedmark","M2B"
"5091",2,2012,6,0,"Nome_Cappelen2","Telemark","2CAB"
"5092",3,2012,6,0,"Eidskog","Hedmark","STSKNB"
"5093",4,2012,6,0,"Notodden6","Telemark","6NOB"
"5094",5,2012,6,0,"namdalseid_1kub","Trøndelag","1KB"
"5095",6,2012,6,0,"Fet 3","Hedmark","FKB"
"5096",7,2012,6,0,"Didrik Holmsen","Hedmark","DHB"
"5097",8,2012,6,0,"Halvard Pramhus","Hedmark","HPB"
"5098",9,2012,6,0,"Selbu_kl","Trøndelag","KLB"
"5099",10,2012,6,0,"Kongsvinger 1","Hedmark","IAAB"
"5100",11,2012,6,0,"Nsb_Verdal","Trøndelag","1NSB"
"5101",12,2012,6,0,"Sl_Tydal","Trøndelag","SEB"
"5102",13,2012,6,0,"Nes 1","Hedmark","DDB"
"5103",14,2012,6,0,"Kviteseid2","Telemark","2KVB"
"5104",15,2012,6,0,"Bratsberg","Trøndelag","BRB"
"5105",16,2012,6,0,"Kviteseid1","Telemark","1KVB"
"5106",17,2012,6,0,"Selbu_Sl","Trøndelag","SLB"
"5107",18,2012,6,0,"Maarud 1","Hedmark","M1B"
"5108",19,2012,6,0,"Nes 2","Hedmark","OLB"
"5109",20,2012,6,0,"Kongsvinger 2","Hedmark","JCDB"
"5110",21,2012,6,0,"Notodden5","Telemark","5NOB"
"5111",22,2012,6,0,"Fritsøe1","Telemark","1FRB"
"5112",23,2012,6,0,"Notodden4","Telemark","4NOB"
"5113",24,2012,6,0,"verdal_2VB","Trøndelag","2VBB"
"5114",25,2012,6,0,"Truls Holm","Hedmark","THB"
"5115",26,2012,6,0,"Drangedal1","Telemark","1DRB"
"5116",27,2012,6,0,"Furesdal","Telemark","1FYB"
"5117",28,2012,6,0,"Sub_Namdalseid","Trøndelag","1SB"
"5118",29,2012,6,0,"Malvik","Trøndelag","MAB"
"5119",30,2012,6,0,"Drangedal4","Telemark","4DRB"
"5120",31,2012,6,0,"Nome_Cappelen1","Telemark","1CAB"
"5121",32,2012,6,0,"ingen","Trøndelag","1RB"
"5122",33,2012,6,0,"Singsås","Trøndelag","LAB"
"5123",34,2012,6,0,"Stangeskovene Aurskog","Hedmark","SSAB"
"5124",35,2012,6,0,"Hi_tydal","Trøndelag","HIB"
"5125",36,2012,6,0,"Notodden3","Telemark","3NOB"
"5126",37,2012,6,0,"Drangedal3","Telemark","3DRB"
"5127",38,2012,6,0,"steinkjer_1BBb","Trøndelag","1BBB"
"5128",39,2012,6,0,"Selbu_Flub","Trøndelag","FLB"
"5129",40,2012,6,0,"Stangeskovene Eidskog","Hedmark","SSBB"
"5130",41,2012,6,0,"Maarud 3","Hedmark","M3B"
"5131",42,2012,6,0,"Fritsøe2","Telemark","2FRB"
"5132",43,2012,6,0,"Notodden1","Telemark","1NOB"
"5133",44,2012,6,0,"Kviteseid3","Telemark","3KVB"
"5134",45,2012,6,0,"verdal_1vb","Trøndelag","1VBB"
"5135",46,2012,6,0,"Sørum 1","Hedmark","SKB"
"5136",47,2012,6,0,"steinkjer_2BBb","Trøndelag","2BBB"
"5137",0,2013,6,0,"Stig Dæhlen","Hedmark","SDB"
"5138",1,2013,6,0,"Maarud 2","Hedmark","M2B"
"5139",2,2013,6,0,"Nome_Cappelen2","Telemark","2CAB"
"5140",3,2013,6,0,"Eidskog","Hedmark","STSKNB"
"5141",4,2013,6,0,"Notodden6","Telemark","6NOB"
"5142",5,2013,6,0,"namdalseid_1kub","Trøndelag","1KB"
"5143",6,2013,6,0,"Fet 3","Hedmark","FKB"
"5144",7,2013,6,0,"Didrik Holmsen","Hedmark","DHB"
"5145",8,2013,6,0,"Halvard Pramhus","Hedmark","HPB"
"5146",9,2013,6,0,"Selbu_kl","Trøndelag","KLB"
"5147",10,2013,6,0,"Kongsvinger 1","Hedmark","IAAB"
"5148",11,2013,6,0,"Nsb_Verdal","Trøndelag","1NSB"
"5149",12,2013,6,0,"Sl_Tydal","Trøndelag","SEB"
"5150",13,2013,6,0,"Nes 1","Hedmark","DDB"
"5151",14,2013,6,0,"Kviteseid2","Telemark","2KVB"
"5152",15,2013,6,0,"Bratsberg","Trøndelag","BRB"
"5153",16,2013,6,0,"Kviteseid1","Telemark","1KVB"
"5154",17,2013,6,0,"Selbu_Sl","Trøndelag","SLB"
"5155",18,2013,6,0,"Maarud 1","Hedmark","M1B"
"5156",19,2013,6,0,"Nes 2","Hedmark","OLB"
"5157",20,2013,6,0,"Kongsvinger 2","Hedmark","JCDB"
"5158",21,2013,6,0,"Notodden5","Telemark","5NOB"
"5159",22,2013,6,0,"Fritsøe1","Telemark","1FRB"
"5160",23,2013,6,0,"Notodden4","Telemark","4NOB"
"5161",24,2013,6,0,"verdal_2VB","Trøndelag","2VBB"
"5162",25,2013,6,0,"Truls Holm","Hedmark","THB"
"5163",26,2013,6,0,"Drangedal1","Telemark","1DRB"
"5164",27,2013,6,0,"Furesdal","Telemark","1FYB"
"5165",28,2013,6,0,"Sub_Namdalseid","Trøndelag","1SB"
"5166",29,2013,6,0,"Malvik","Trøndelag","MAB"
"5167",30,2013,6,0,"Drangedal4","Telemark","4DRB"
"5168",31,2013,6,0,"Nome_Cappelen1","Telemark","1CAB"
"5169",32,2013,6,0,"ingen","Trøndelag","1RB"
"5170",33,2013,6,0,"Singsås","Trøndelag","LAB"
"5171",34,2013,6,0,"Stangeskovene Aurskog","Hedmark","SSAB"
"5172",35,2013,6,0,"Hi_tydal","Trøndelag","HIB"
"5173",36,2013,6,0,"Notodden3","Telemark","3NOB"
"5174",37,2013,6,0,"Drangedal3","Telemark","3DRB"
"5175",38,2013,6,0,"steinkjer_1BBb","Trøndelag","1BBB"
"5176",39,2013,6,0,"Selbu_Flub","Trøndelag","FLB"
"5177",40,2013,6,0,"Stangeskovene Eidskog","Hedmark","SSBB"
"5178",41,2013,6,0,"Maarud 3","Hedmark","M3B"
"5179",42,2013,6,0,"Fritsøe2","Telemark","2FRB"
"5180",43,2013,6,0,"Notodden1","Telemark","1NOB"
"5181",44,2013,6,0,"Kviteseid3","Telemark","3KVB"
"5182",45,2013,6,0,"verdal_1vb","Trøndelag","1VBB"
"5183",46,2013,6,0,"Sørum 1","Hedmark","SKB"
"5184",47,2013,6,0,"steinkjer_2BBb","Trøndelag","2BBB"
"5185",0,2014,6,0,"Stig Dæhlen","Hedmark","SDB"
"5186",1,2014,6,0,"Maarud 2","Hedmark","M2B"
"5187",2,2014,6,0,"Nome_Cappelen2","Telemark","2CAB"
"5188",3,2014,6,0,"Eidskog","Hedmark","STSKNB"
"5189",4,2014,6,0,"Notodden6","Telemark","6NOB"
"5190",5,2014,6,0,"namdalseid_1kub","Trøndelag","1KB"
"5191",6,2014,6,0,"Fet 3","Hedmark","FKB"
"5192",7,2014,6,0,"Didrik Holmsen","Hedmark","DHB"
"5193",8,2014,6,0,"Halvard Pramhus","Hedmark","HPB"
"5194",9,2014,6,0,"Selbu_kl","Trøndelag","KLB"
"5195",10,2014,6,0,"Kongsvinger 1","Hedmark","IAAB"
"5196",11,2014,6,0,"Nsb_Verdal","Trøndelag","1NSB"
"5197",12,2014,6,0,"Sl_Tydal","Trøndelag","SEB"
"5198",13,2014,6,0,"Nes 1","Hedmark","DDB"
"5199",14,2014,6,0,"Kviteseid2","Telemark","2KVB"
"5200",15,2014,6,0,"Bratsberg","Trøndelag","BRB"
"5201",16,2014,6,0,"Kviteseid1","Telemark","1KVB"
"5202",17,2014,6,0,"Selbu_Sl","Trøndelag","SLB"
"5203",18,2014,6,0,"Maarud 1","Hedmark","M1B"
"5204",19,2014,6,0,"Nes 2","Hedmark","OLB"
"5205",20,2014,6,0,"Kongsvinger 2","Hedmark","JCDB"
"5206",21,2014,6,0,"Notodden5","Telemark","5NOB"
"5207",22,2014,6,0,"Fritsøe1","Telemark","1FRB"
"5208",23,2014,6,0,"Notodden4","Telemark","4NOB"
"5209",24,2014,6,0,"verdal_2VB","Trøndelag","2VBB"
"5210",25,2014,6,0,"Truls Holm","Hedmark","THB"
"5211",26,2014,6,0,"Drangedal1","Telemark","1DRB"
"5212",27,2014,6,0,"Furesdal","Telemark","1FYB"
"5213",28,2014,6,0,"Sub_Namdalseid","Trøndelag","1SB"
"5214",29,2014,6,0,"Malvik","Trøndelag","MAB"
"5215",30,2014,6,0,"Drangedal4","Telemark","4DRB"
"5216",31,2014,6,0,"Nome_Cappelen1","Telemark","1CAB"
"5217",32,2014,6,0,"ingen","Trøndelag","1RB"
"5218",33,2014,6,0,"Singsås","Trøndelag","LAB"
"5219",34,2014,6,0,"Stangeskovene Aurskog","Hedmark","SSAB"
"5220",35,2014,6,0,"Hi_tydal","Trøndelag","HIB"
"5221",36,2014,6,0,"Notodden3","Telemark","3NOB"
"5222",37,2014,6,0,"Drangedal3","Telemark","3DRB"
"5223",38,2014,6,0,"steinkjer_1BBb","Trøndelag","1BBB"
"5224",39,2014,6,0,"Selbu_Flub","Trøndelag","FLB"
"5225",40,2014,6,0,"Stangeskovene Eidskog","Hedmark","SSBB"
"5226",41,2014,6,0,"Maarud 3","Hedmark","M3B"
"5227",42,2014,6,0,"Fritsøe2","Telemark","2FRB"
"5228",43,2014,6,0,"Notodden1","Telemark","1NOB"
"5229",44,2014,6,0,"Kviteseid3","Telemark","3KVB"
"5230",45,2014,6,0,"verdal_1vb","Trøndelag","1VBB"
"5231",46,2014,6,0,"Sørum 1","Hedmark","SKB"
"5232",47,2014,6,0,"steinkjer_2BBb","Trøndelag","2BBB"
"5233",0,2015,6,0,"Stig Dæhlen","Hedmark","SDB"
"5234",1,2015,6,0,"Maarud 2","Hedmark","M2B"
"5235",2,2015,6,0,"Nome_Cappelen2","Telemark","2CAB"
"5236",3,2015,6,0,"Eidskog","Hedmark","STSKNB"
"5237",4,2015,6,0,"Notodden6","Telemark","6NOB"
"5238",5,2015,6,0,"namdalseid_1kub","Trøndelag","1KB"
"5239",6,2015,6,0,"Fet 3","Hedmark","FKB"
"5240",7,2015,6,0,"Didrik Holmsen","Hedmark","DHB"
"5241",8,2015,6,0,"Halvard Pramhus","Hedmark","HPB"
"5242",9,2015,6,0,"Selbu_kl","Trøndelag","KLB"
"5243",10,2015,6,0,"Kongsvinger 1","Hedmark","IAAB"
"5244",11,2015,6,0,"Nsb_Verdal","Trøndelag","1NSB"
"5245",12,2015,6,0,"Sl_Tydal","Trøndelag","SEB"
"5246",13,2015,6,0,"Nes 1","Hedmark","DDB"
"5247",14,2015,6,0,"Kviteseid2","Telemark","2KVB"
"5248",15,2015,6,0,"Bratsberg","Trøndelag","BRB"
"5249",16,2015,6,0,"Kviteseid1","Telemark","1KVB"
"5250",17,2015,6,0,"Selbu_Sl","Trøndelag","SLB"
"5251",18,2015,6,0,"Maarud 1","Hedmark","M1B"
"5252",19,2015,6,0,"Nes 2","Hedmark","OLB"
"5253",20,2015,6,0,"Kongsvinger 2","Hedmark","JCDB"
"5254",21,2015,6,0,"Notodden5","Telemark","5NOB"
"5255",22,2015,6,0,"Fritsøe1","Telemark","1FRB"
"5256",23,2015,6,0,"Notodden4","Telemark","4NOB"
"5257",24,2015,6,0,"verdal_2VB","Trøndelag","2VBB"
"5258",25,2015,6,0,"Truls Holm","Hedmark","THB"
"5259",26,2015,6,0,"Drangedal1","Telemark","1DRB"
"5260",27,2015,6,0,"Furesdal","Telemark","1FYB"
"5261",28,2015,6,0,"Sub_Namdalseid","Trøndelag","1SB"
"5262",29,2015,6,0,"Malvik","Trøndelag","MAB"
"5263",30,2015,6,0,"Drangedal4","Telemark","4DRB"
"5264",31,2015,6,0,"Nome_Cappelen1","Telemark","1CAB"
"5265",32,2015,6,0,"ingen","Trøndelag","1RB"
"5266",33,2015,6,0,"Singsås","Trøndelag","LAB"
"5267",34,2015,6,0,"Stangeskovene Aurskog","Hedmark","SSAB"
"5268",35,2015,6,0,"Hi_tydal","Trøndelag","HIB"
"5269",36,2015,6,0,"Notodden3","Telemark","3NOB"
"5270",37,2015,6,0,"Drangedal3","Telemark","3DRB"
"5271",38,2015,6,0,"steinkjer_1BBb","Trøndelag","1BBB"
"5272",39,2015,6,0,"Selbu_Flub","Trøndelag","FLB"
"5273",40,2015,6,0,"Stangeskovene Eidskog","Hedmark","SSBB"
"5274",41,2015,6,0,"Maarud 3","Hedmark","M3B"
"5275",42,2015,6,0,"Fritsøe2","Telemark","2FRB"
"5276",43,2015,6,0,"Notodden1","Telemark","1NOB"
"5277",44,2015,6,0,"Kviteseid3","Telemark","3KVB"
"5278",45,2015,6,0,"verdal_1vb","Trøndelag","1VBB"
"5279",46,2015,6,0,"Sørum 1","Hedmark","SKB"
"5280",47,2015,6,0,"steinkjer_2BBb","Trøndelag","2BBB"
"5281",0,2016,6,0,"Stig Dæhlen","Hedmark","SDB"
"5282",1,2016,6,0,"Maarud 2","Hedmark","M2B"
"5283",2,2016,6,0,"Nome_Cappelen2","Telemark","2CAB"
"5284",3,2016,6,0,"Eidskog","Hedmark","STSKNB"
"5285",4,2016,6,0,"Notodden6","Telemark","6NOB"
"5286",5,2016,6,0,"namdalseid_1kub","Trøndelag","1KB"
"5287",6,2016,6,0,"Fet 3","Hedmark","FKB"
"5288",7,2016,6,0,"Didrik Holmsen","Hedmark","DHB"
"5289",8,2016,6,0,"Halvard Pramhus","Hedmark","HPB"
"5290",9,2016,6,0,"Selbu_kl","Trøndelag","KLB"
"5291",10,2016,6,0,"Kongsvinger 1","Hedmark","IAAB"
"5292",11,2016,6,0,"Nsb_Verdal","Trøndelag","1NSB"
"5293",12,2016,6,0,"Sl_Tydal","Trøndelag","SEB"
"5294",13,2016,6,0,"Nes 1","Hedmark","DDB"
"5295",14,2016,6,0,"Kviteseid2","Telemark","2KVB"
"5296",15,2016,6,0,"Bratsberg","Trøndelag","BRB"
"5297",16,2016,6,0,"Kviteseid1","Telemark","1KVB"
"5298",17,2016,6,0,"Selbu_Sl","Trøndelag","SLB"
"5299",18,2016,6,0,"Maarud 1","Hedmark","M1B"
"5300",19,2016,6,0,"Nes 2","Hedmark","OLB"
"5301",20,2016,6,0,"Kongsvinger 2","Hedmark","JCDB"
"5302",21,2016,6,0,"Notodden5","Telemark","5NOB"
"5303",22,2016,6,0,"Fritsøe1","Telemark","1FRB"
"5304",23,2016,6,0,"Notodden4","Telemark","4NOB"
"5305",24,2016,6,0,"verdal_2VB","Trøndelag","2VBB"
"5306",25,2016,6,0,"Truls Holm","Hedmark","THB"
"5307",26,2016,6,0,"Drangedal1","Telemark","1DRB"
"5308",27,2016,6,0,"Furesdal","Telemark","1FYB"
"5309",28,2016,6,0,"Sub_Namdalseid","Trøndelag","1SB"
"5310",29,2016,6,0,"Malvik","Trøndelag","MAB"
"5311",30,2016,6,0,"Drangedal4","Telemark","4DRB"
"5312",31,2016,6,0,"Nome_Cappelen1","Telemark","1CAB"
"5313",32,2016,6,0,"ingen","Trøndelag","1RB"
"5314",33,2016,6,0,"Singsås","Trøndelag","LAB"
"5315",34,2016,6,0,"Stangeskovene Aurskog","Hedmark","SSAB"
"5316",35,2016,6,0,"Hi_tydal","Trøndelag","HIB"
"5317",36,2016,6,0,"Notodden3","Telemark","3NOB"
"5318",37,2016,6,0,"Drangedal3","Telemark","3DRB"
"5319",38,2016,6,0,"steinkjer_1BBb","Trøndelag","1BBB"
"5320",39,2016,6,0,"Selbu_Flub","Trøndelag","FLB"
"5321",40,2016,6,0,"Stangeskovene Eidskog","Hedmark","SSBB"
"5322",41,2016,6,0,"Maarud 3","Hedmark","M3B"
"5323",42,2016,6,0,"Fritsøe2","Telemark","2FRB"
"5324",43,2016,6,0,"Notodden1","Telemark","1NOB"
"5325",44,2016,6,0,"Kviteseid3","Telemark","3KVB"
"5326",45,2016,6,0,"verdal_1vb","Trøndelag","1VBB"
"5327",46,2016,6,0,"Sørum 1","Hedmark","SKB"
"5328",47,2016,6,0,"steinkjer_2BBb","Trøndelag","2BBB"
"5329",0,2017,6,0,"Stig Dæhlen","Hedmark","SDB"
"5330",1,2017,6,0,"Maarud 2","Hedmark","M2B"
"5331",2,2017,6,0,"Nome_Cappelen2","Telemark","2CAB"
"5332",3,2017,6,0,"Eidskog","Hedmark","STSKNB"
"5333",4,2017,6,0,"Notodden6","Telemark","6NOB"
"5334",5,2017,6,0,"namdalseid_1kub","Trøndelag","1KB"
"5335",6,2017,6,0,"Fet 3","Hedmark","FKB"
"5336",7,2017,6,0,"Didrik Holmsen","Hedmark","DHB"
"5337",8,2017,6,0,"Halvard Pramhus","Hedmark","HPB"
"5338",9,2017,6,0,"Selbu_kl","Trøndelag","KLB"
"5339",10,2017,6,0,"Kongsvinger 1","Hedmark","IAAB"
"5340",11,2017,6,0,"Nsb_Verdal","Trøndelag","1NSB"
"5341",12,2017,6,0,"Sl_Tydal","Trøndelag","SEB"
"5342",13,2017,6,0,"Nes 1","Hedmark","DDB"
"5343",14,2017,6,0,"Kviteseid2","Telemark","2KVB"
"5344",15,2017,6,0,"Bratsberg","Trøndelag","BRB"
"5345",16,2017,6,0,"Kviteseid1","Telemark","1KVB"
