"","LocalityName","LocalityCode","Year","Prop_spruce","Prop_pine","Prop_birch"
"2","steinkjer_1BBb","1BBB","2009",0.0303030303030303,0.00757575757575758,0.962121212121212
"3","steinkjer_1BBb","1BBB","2010",0.0363636363636364,0.00909090909090909,0.954545454545455
"4","steinkjer_1BBb","1BBB","2011",0.029126213592233,0.00970873786407767,0.961165048543689
"5","steinkjer_1BBb","1BBB","2012",0.0315789473684211,0.0105263157894737,0.957894736842105
"6","steinkjer_1BBb","1BBB","2013",0.0394736842105263,0.0131578947368421,0.947368421052632
"7","steinkjer_1BBb","1BBB","2014",0.0625,0.0104166666666667,0.927083333333333
"8","steinkjer_1BBb","1BBB","2015",0.0675675675675676,0.0135135135135135,0.918918918918919
"9","steinkjer_1BBb","1BBB","2016",0.0341880341880342,0.00854700854700855,0.957264957264957
"10","steinkjer_1BBb","1BBB","2017",0.0530973451327434,0,0.946902654867257
"11","steinkjer_1BBb","1BBB","2018",0.0588235294117647,0,0.941176470588235
"12","steinkjer_1BBb","1BBB","2019",0.0505050505050505,0,0.94949494949495
"13","steinkjer_1BBb","1BBUB","2009",0.0566037735849057,0,0.943396226415094
"14","steinkjer_1BBb","1BBUB","2010",0.0813953488372093,0,0.918604651162791
"15","steinkjer_1BBb","1BBUB","2011",0.0697674418604651,0,0.930232558139535
"16","steinkjer_1BBb","1BBUB","2012",0.0853658536585366,0,0.914634146341463
"17","steinkjer_1BBb","1BBUB","2013",0.09375,0,0.90625
"18","steinkjer_1BBb","1BBUB","2014",0.0779220779220779,0,0.922077922077922
"19","steinkjer_1BBb","1BBUB","2015",0.0882352941176471,0,0.911764705882353
"20","steinkjer_1BBb","1BBUB","2016",0.0689655172413793,0,0.931034482758621
"21","steinkjer_1BBb","1BBUB","2017",0.0760869565217391,0,0.923913043478261
"22","steinkjer_1BBb","1BBUB","2018",0.0795454545454545,0,0.920454545454545
"23","steinkjer_1BBb","1BBUB","2019",0.0666666666666667,0,0.933333333333333
"24","Nome_Cappelen1","1CAB","2010",0.27027027027027,0.486486486486487,0.243243243243243
"25","Nome_Cappelen1","1CAB","2011",0.229166666666667,0.479166666666667,0.291666666666667
"26","Nome_Cappelen1","1CAB","2012",0.178571428571429,0.571428571428571,0.25
"27","Nome_Cappelen1","1CAB","2013",0.171428571428571,0.6,0.228571428571429
"28","Nome_Cappelen1","1CAB","2014",0.132352941176471,0.632352941176471,0.235294117647059
"29","Nome_Cappelen1","1CAB","2015",0.0779220779220779,0.714285714285714,0.207792207792208
"30","Nome_Cappelen1","1CAB","2016",0.102564102564103,0.67948717948718,0.217948717948718
"31","Nome_Cappelen1","1CAB","2017",0.0983606557377049,0.721311475409836,0.180327868852459
"32","Nome_Cappelen1","1CAB","2018",0.120481927710843,0.674698795180723,0.204819277108434
"33","Nome_Cappelen1","1CAUB","2010",0.24,0.68,0.08
"34","Nome_Cappelen1","1CAUB","2011",0.125,0.791666666666667,0.0833333333333333
"35","Nome_Cappelen1","1CAUB","2012",0.2,0.76,0.04
"36","Nome_Cappelen1","1CAUB","2013",0.178571428571429,0.75,0.0714285714285714
"37","Nome_Cappelen1","1CAUB","2014",0.185185185185185,0.740740740740741,0.0740740740740741
"38","Nome_Cappelen1","1CAUB","2015",0.108695652173913,0.847826086956522,0.0434782608695652
"39","Nome_Cappelen1","1CAUB","2016",0.111111111111111,0.844444444444444,0.0444444444444444
"40","Nome_Cappelen1","1CAUB","2017",0.106382978723404,0.851063829787234,0.0425531914893617
"41","Nome_Cappelen1","1CAUB","2018",0.106382978723404,0.851063829787234,0.0425531914893617
"42","Drangedal1","1DRB","2010",0.512820512820513,0.256410256410256,0.230769230769231
"43","Drangedal1","1DRB","2011",0.256410256410256,0.166666666666667,0.576923076923077
"44","Drangedal1","1DRB","2012",0.291666666666667,0.194444444444444,0.513888888888889
"45","Drangedal1","1DRB","2013",0.285714285714286,0.181818181818182,0.532467532467532
"46","Drangedal1","1DRB","2014",0.25974025974026,0.207792207792208,0.532467532467532
"47","Drangedal1","1DRB","2015",0.240506329113924,0.265822784810127,0.493670886075949
"48","Drangedal1","1DRB","2016",0.228915662650602,0.253012048192771,0.518072289156627
"49","Drangedal1","1DRB","2017",0.25,0.238095238095238,0.511904761904762
"50","Drangedal1","1DRB","2018",0.25,0.238095238095238,0.511904761904762
"51","Drangedal1","1DRUB","2010",0.277777777777778,0.0185185185185185,0.703703703703704
"52","Drangedal1","1DRUB","2011",0.175675675675676,0.0135135135135135,0.810810810810811
"53","Drangedal1","1DRUB","2012",0.229508196721311,0.0163934426229508,0.754098360655738
"54","Drangedal1","1DRUB","2013",0.212121212121212,0.0151515151515152,0.772727272727273
"55","Drangedal1","1DRUB","2014",0.185714285714286,0.0142857142857143,0.8
"56","Drangedal1","1DRUB","2015",0.227272727272727,0.0151515151515152,0.757575757575758
"57","Drangedal1","1DRUB","2016",0.212121212121212,0.0151515151515152,0.772727272727273
"58","Drangedal1","1DRUB","2017",0.213333333333333,0.0133333333333333,0.773333333333333
"59","Drangedal1","1DRUB","2018",0.235294117647059,0.0147058823529412,0.75
"60","Fritsøe1","1FRB","2010",0.733333333333333,0,0.266666666666667
"61","Fritsøe1","1FRB","2011",0.6,0.1,0.3
"62","Fritsøe1","1FRB","2012",0.631578947368421,0.105263157894737,0.263157894736842
"63","Fritsøe1","1FRB","2013",0.608695652173913,0.130434782608696,0.260869565217391
"64","Fritsøe1","1FRB","2014",0.565217391304348,0.130434782608696,0.304347826086957
"65","Fritsøe1","1FRB","2015",0.625,0.166666666666667,0.208333333333333
"66","Fritsøe1","1FRB","2016",0.583333333333333,0.125,0.291666666666667
"67","Fritsøe1","1FRB","2017",0.6,0.12,0.28
"68","Fritsøe1","1FRB","2018",0.6,0.12,0.28
"69","Fritsøe1","1FRUB","2010",0.124087591240876,0.0364963503649635,0.839416058394161
