"","LocalityName","Region","LocalityCode","FID","Experiment","Month","Year","Avg_Temp_C"
"353","Drangedal3","Telemark","3DRB",37,"73",5,2016,9.98064516129032
"354","Drangedal3","Telemark","3DRB",37,"73",6,2016,14.47
"355","Drangedal3","Telemark","3DRB",37,"73",7,2016,14.8064516129032
"356","Drangedal3","Telemark","3DRB",37,"73",8,2016,13.5322580645161
"357","Drangedal3","Telemark","3DRB",37,"73",9,2016,13.0333333333333
"358","Drangedal3","Telemark","3DRB",37,"73",10,2016,4.15161290322581
"359","Drangedal3","Telemark","3DRB",37,"73",11,2016,-0.813333333333333
"360","Drangedal3","Telemark","3DRB",37,"73",12,2016,0.467741935483871
"361","steinkjer_1BBb","Trøndelag","1BBB",38,"25",1,2016,-6.19032258064516
"362","steinkjer_1BBb","Trøndelag","1BBB",38,"25",2,2016,-2.61034482758621
"363","steinkjer_1BBb","Trøndelag","1BBB",38,"25",3,2016,0.729032258064516
"364","steinkjer_1BBb","Trøndelag","1BBB",38,"25",4,2016,2.27333333333333
"365","steinkjer_1BBb","Trøndelag","1BBB",38,"25",5,2016,8.13548387096774
"366","steinkjer_1BBb","Trøndelag","1BBB",38,"25",6,2016,11.0866666666667
"367","steinkjer_1BBb","Trøndelag","1BBB",38,"25",7,2016,13.841935483871
"368","steinkjer_1BBb","Trøndelag","1BBB",38,"25",8,2016,11.8451612903226
"369","steinkjer_1BBb","Trøndelag","1BBB",38,"25",9,2016,11.3566666666667
"370","steinkjer_1BBb","Trøndelag","1BBB",38,"25",10,2016,3.9
"371","steinkjer_1BBb","Trøndelag","1BBB",38,"25",11,2016,-0.546666666666667
"372","steinkjer_1BBb","Trøndelag","1BBB",38,"25",12,2016,0.196774193548387
"373","Selbu_Flub","Trøndelag","FLB",39,"41",1,2016,-6.41612903225806
"374","Selbu_Flub","Trøndelag","FLB",39,"41",2,2016,-2.17241379310345
"375","Selbu_Flub","Trøndelag","FLB",39,"41",3,2016,0.580645161290323
"376","Selbu_Flub","Trøndelag","FLB",39,"41",4,2016,2.45
"377","Selbu_Flub","Trøndelag","FLB",39,"41",5,2016,8.41612903225806
"378","Selbu_Flub","Trøndelag","FLB",39,"41",6,2016,11.8033333333333
"379","Selbu_Flub","Trøndelag","FLB",39,"41",7,2016,14.0032258064516
"380","Selbu_Flub","Trøndelag","FLB",39,"41",8,2016,11.9354838709677
"381","Selbu_Flub","Trøndelag","FLB",39,"41",9,2016,11.7466666666667
"382","Selbu_Flub","Trøndelag","FLB",39,"41",10,2016,3.1258064516129
"383","Selbu_Flub","Trøndelag","FLB",39,"41",11,2016,-1.33666666666667
"384","Selbu_Flub","Trøndelag","FLB",39,"41",12,2016,0.261290322580645
"385","Stangeskovene Eidskog","Hedmark","SSBB",40,"123",1,2016,-9.11290322580645
"386","Stangeskovene Eidskog","Hedmark","SSBB",40,"123",2,2016,-2.83103448275862
"387","Stangeskovene Eidskog","Hedmark","SSBB",40,"123",3,2016,1.55806451612903
"388","Stangeskovene Eidskog","Hedmark","SSBB",40,"123",4,2016,3.88
"389","Stangeskovene Eidskog","Hedmark","SSBB",40,"123",5,2016,10.5032258064516
"390","Stangeskovene Eidskog","Hedmark","SSBB",40,"123",6,2016,15.0233333333333
"391","Stangeskovene Eidskog","Hedmark","SSBB",40,"123",7,2016,15.5806451612903
"392","Stangeskovene Eidskog","Hedmark","SSBB",40,"123",8,2016,13.8709677419355
"393","Stangeskovene Eidskog","Hedmark","SSBB",40,"123",9,2016,13.53
"394","Stangeskovene Eidskog","Hedmark","SSBB",40,"123",10,2016,4.39032258064516
"395","Stangeskovene Eidskog","Hedmark","SSBB",40,"123",11,2016,-0.32
"396","Stangeskovene Eidskog","Hedmark","SSBB",40,"123",12,2016,-0.896774193548387
"397","Fritsøe2","Telemark","2FRB",42,"55",1,2016,-6.27096774193548
"398","Fritsøe2","Telemark","2FRB",42,"55",2,2016,-1.81379310344828
"399","Fritsøe2","Telemark","2FRB",42,"55",3,2016,1.5258064516129
"400","Fritsøe2","Telemark","2FRB",42,"55",4,2016,3.93333333333333
"401","Fritsøe2","Telemark","2FRB",42,"55",5,2016,10.2
"402","Fritsøe2","Telemark","2FRB",42,"55",6,2016,14.6233333333333
"403","Fritsøe2","Telemark","2FRB",42,"55",7,2016,15.0451612903226
"404","Fritsøe2","Telemark","2FRB",42,"55",8,2016,13.658064516129
"405","Fritsøe2","Telemark","2FRB",42,"55",9,2016,13.1566666666667
"406","Fritsøe2","Telemark","2FRB",42,"55",10,2016,4.10645161290323
"407","Fritsøe2","Telemark","2FRB",42,"55",11,2016,-0.723333333333333
"408","Fritsøe2","Telemark","2FRB",42,"55",12,2016,0.412903225806452
"409","Kviteseid3","Telemark","3KVB",44,"67",1,2016,-8.16129032258065
"410","Kviteseid3","Telemark","3KVB",44,"67",2,2016,-5.81034482758621
"411","Kviteseid3","Telemark","3KVB",44,"67",3,2016,-1.65806451612903
"412","Kviteseid3","Telemark","3KVB",44,"67",4,2016,0.78
"413","Kviteseid3","Telemark","3KVB",44,"67",5,2016,6.93870967741935
"414","Kviteseid3","Telemark","3KVB",44,"67",6,2016,12.0766666666667
"415","Kviteseid3","Telemark","3KVB",44,"67",7,2016,12.1032258064516
"416","Kviteseid3","Telemark","3KVB",44,"67",8,2016,10.9645161290323
"417","Kviteseid3","Telemark","3KVB",44,"67",9,2016,10.8733333333333
"418","Kviteseid3","Telemark","3KVB",44,"67",10,2016,1.91290322580645
"419","Kviteseid3","Telemark","3KVB",44,"67",11,2016,-2.98
"420","Kviteseid3","Telemark","3KVB",44,"67",12,2016,-0.706451612903226
"421","verdal_1vb","Trøndelag","1VBB",45,"23",1,2016,-6.25483870967742
"422","verdal_1vb","Trøndelag","1VBB",45,"23",2,2016,-2.03793103448276
"423","verdal_1vb","Trøndelag","1VBB",45,"23",3,2016,0.716129032258064
"424","verdal_1vb","Trøndelag","1VBB",45,"23",4,2016,2.28666666666667
"425","verdal_1vb","Trøndelag","1VBB",45,"23",5,2016,8.09032258064516
"426","verdal_1vb","Trøndelag","1VBB",45,"23",6,2016,11.5133333333333
"427","verdal_1vb","Trøndelag","1VBB",45,"23",7,2016,13.8806451612903
"428","verdal_1vb","Trøndelag","1VBB",45,"23",8,2016,11.8096774193548
"429","verdal_1vb","Trøndelag","1VBB",45,"23",9,2016,11.5633333333333
"430","verdal_1vb","Trøndelag","1VBB",45,"23",10,2016,3.5
"431","verdal_1vb","Trøndelag","1VBB",45,"23",11,2016,-0.636666666666667
"432","verdal_1vb","Trøndelag","1VBB",45,"23",12,2016,0.774193548387097
"433","steinkjer_2BBb","Trøndelag","2BBB",47,"29",1,2016,-6.10322580645161
"434","steinkjer_2BBb","Trøndelag","2BBB",47,"29",2,2016,-2.5448275862069
"435","steinkjer_2BBb","Trøndelag","2BBB",47,"29",3,2016,0.72258064516129
"436","steinkjer_2BBb","Trøndelag","2BBB",47,"29",4,2016,2.24666666666667
"437","steinkjer_2BBb","Trøndelag","2BBB",47,"29",5,2016,8.06774193548387
"438","steinkjer_2BBb","Trøndelag","2BBB",47,"29",6,2016,10.9866666666667
"439","steinkjer_2BBb","Trøndelag","2BBB",47,"29",7,2016,13.7677419354839
"440","steinkjer_2BBb","Trøndelag","2BBB",47,"29",8,2016,11.8
"441","steinkjer_2BBb","Trøndelag","2BBB",47,"29",9,2016,11.3633333333333
"442","steinkjer_2BBb","Trøndelag","2BBB",47,"29",10,2016,3.93548387096774
"443","steinkjer_2BBb","Trøndelag","2BBB",47,"29",11,2016,-0.513333333333333
"444","steinkjer_2BBb","Trøndelag","2BBB",47,"29",12,2016,0.270967741935484
