"","LocalityName","Region","LocalityCode","FID","Experiment","Month","Year","SWE_mm"
"39","Notodden6","Telemark","6NOB",4,"83",3,2016,82.539
"40","Notodden6","Telemark","6NOB",4,"83",4,2016,0.227
"41","Notodden6","Telemark","6NOB",4,"83",5,2016,0
"42","Notodden6","Telemark","6NOB",4,"83",6,2016,0
"43","Notodden6","Telemark","6NOB",4,"83",7,2016,0
"44","Notodden6","Telemark","6NOB",4,"83",8,2016,0
"45","Notodden6","Telemark","6NOB",4,"83",9,2016,0
"46","Notodden6","Telemark","6NOB",4,"83",10,2016,0.023
"47","Notodden6","Telemark","6NOB",4,"83",11,2016,53.51
"48","Notodden6","Telemark","6NOB",4,"83",12,2016,49.445
"49","namdalseid_1kub","Trøndelag","1KB",5,"21",1,2016,17.826
"50","namdalseid_1kub","Trøndelag","1KB",5,"21",2,2016,46.262
"51","namdalseid_1kub","Trøndelag","1KB",5,"21",3,2016,27.868
"52","namdalseid_1kub","Trøndelag","1KB",5,"21",4,2016,0.18
"53","namdalseid_1kub","Trøndelag","1KB",5,"21",5,2016,0
"54","namdalseid_1kub","Trøndelag","1KB",5,"21",6,2016,0
"55","namdalseid_1kub","Trøndelag","1KB",5,"21",7,2016,0
"56","namdalseid_1kub","Trøndelag","1KB",5,"21",8,2016,0
"57","namdalseid_1kub","Trøndelag","1KB",5,"21",9,2016,0
"58","namdalseid_1kub","Trøndelag","1KB",5,"21",10,2016,0
"59","namdalseid_1kub","Trøndelag","1KB",5,"21",11,2016,1.71
"60","namdalseid_1kub","Trøndelag","1KB",5,"21",12,2016,1.903
"61","Fet 3","Hedmark","FKB",6,"119",1,2016,33.774
"62","Fet 3","Hedmark","FKB",6,"119",2,2016,14.886
"63","Fet 3","Hedmark","FKB",6,"119",3,2016,24.945
"64","Fet 3","Hedmark","FKB",6,"119",4,2016,0
"65","Fet 3","Hedmark","FKB",6,"119",5,2016,0
"66","Fet 3","Hedmark","FKB",6,"119",6,2016,0
"67","Fet 3","Hedmark","FKB",6,"119",7,2016,0
"68","Fet 3","Hedmark","FKB",6,"119",8,2016,0
"69","Fet 3","Hedmark","FKB",6,"119",9,2016,0
"70","Fet 3","Hedmark","FKB",6,"119",10,2016,0
"71","Fet 3","Hedmark","FKB",6,"119",11,2016,1.263
"72","Fet 3","Hedmark","FKB",6,"119",12,2016,0.213
"73","Didrik Holmsen","Hedmark","DHB",7,"113",1,2016,21.761
"74","Didrik Holmsen","Hedmark","DHB",7,"113",2,2016,6.272
"75","Didrik Holmsen","Hedmark","DHB",7,"113",3,2016,15.139
"76","Didrik Holmsen","Hedmark","DHB",7,"113",4,2016,0.247
"77","Didrik Holmsen","Hedmark","DHB",7,"113",5,2016,0
"78","Didrik Holmsen","Hedmark","DHB",7,"113",6,2016,0
"79","Didrik Holmsen","Hedmark","DHB",7,"113",7,2016,0
"80","Didrik Holmsen","Hedmark","DHB",7,"113",8,2016,0
"81","Didrik Holmsen","Hedmark","DHB",7,"113",9,2016,0
"82","Didrik Holmsen","Hedmark","DHB",7,"113",10,2016,0
"83","Didrik Holmsen","Hedmark","DHB",7,"113",11,2016,0.73
"84","Didrik Holmsen","Hedmark","DHB",7,"113",12,2016,0.258
"85","Halvard Pramhus","Hedmark","HPB",8,"121",1,2016,25.187
"86","Halvard Pramhus","Hedmark","HPB",8,"121",2,2016,7.521
"87","Halvard Pramhus","Hedmark","HPB",8,"121",3,2016,12.532
"88","Halvard Pramhus","Hedmark","HPB",8,"121",4,2016,0.037
"89","Halvard Pramhus","Hedmark","HPB",8,"121",5,2016,0
"90","Halvard Pramhus","Hedmark","HPB",8,"121",6,2016,0
"91","Halvard Pramhus","Hedmark","HPB",8,"121",7,2016,0
"92","Halvard Pramhus","Hedmark","HPB",8,"121",8,2016,0
"93","Halvard Pramhus","Hedmark","HPB",8,"121",9,2016,0
"94","Halvard Pramhus","Hedmark","HPB",8,"121",10,2016,0
"95","Halvard Pramhus","Hedmark","HPB",8,"121",11,2016,1.083
"96","Halvard Pramhus","Hedmark","HPB",8,"121",12,2016,1.794
"97","Selbu_kl","Trøndelag","KLB",9,"43",1,2016,28.877
"98","Selbu_kl","Trøndelag","KLB",9,"43",2,2016,82.703
"99","Selbu_kl","Trøndelag","KLB",9,"43",3,2016,116.703
"100","Selbu_kl","Trøndelag","KLB",9,"43",4,2016,4.927
"101","Selbu_kl","Trøndelag","KLB",9,"43",5,2016,0
"102","Selbu_kl","Trøndelag","KLB",9,"43",6,2016,0
"103","Selbu_kl","Trøndelag","KLB",9,"43",7,2016,0
"104","Selbu_kl","Trøndelag","KLB",9,"43",8,2016,0
"105","Selbu_kl","Trøndelag","KLB",9,"43",9,2016,0
"106","Selbu_kl","Trøndelag","KLB",9,"43",10,2016,0.006
"107","Selbu_kl","Trøndelag","KLB",9,"43",11,2016,7.74
"108","Selbu_kl","Trøndelag","KLB",9,"43",12,2016,52.445
"109","Nsb_Verdal","Trøndelag","1NSB",11,"31",1,2016,14.681
"110","Nsb_Verdal","Trøndelag","1NSB",11,"31",2,2016,41.534
"111","Nsb_Verdal","Trøndelag","1NSB",11,"31",3,2016,29.081
"112","Nsb_Verdal","Trøndelag","1NSB",11,"31",4,2016,0.04
"113","Nsb_Verdal","Trøndelag","1NSB",11,"31",5,2016,0
"114","Nsb_Verdal","Trøndelag","1NSB",11,"31",6,2016,0
"115","Nsb_Verdal","Trøndelag","1NSB",11,"31",7,2016,0
"116","Nsb_Verdal","Trøndelag","1NSB",11,"31",8,2016,0
"117","Nsb_Verdal","Trøndelag","1NSB",11,"31",9,2016,0
"118","Nsb_Verdal","Trøndelag","1NSB",11,"31",10,2016,0
"119","Nsb_Verdal","Trøndelag","1NSB",11,"31",11,2016,1.043
"120","Nsb_Verdal","Trøndelag","1NSB",11,"31",12,2016,1.265
"121","Sl_Tydal","Trøndelag","SEB",12,"49",1,2016,56.426
"122","Sl_Tydal","Trøndelag","SEB",12,"49",2,2016,128.607
"123","Sl_Tydal","Trøndelag","SEB",12,"49",3,2016,179.048
"124","Sl_Tydal","Trøndelag","SEB",12,"49",4,2016,47.31
"125","Sl_Tydal","Trøndelag","SEB",12,"49",5,2016,0
"126","Sl_Tydal","Trøndelag","SEB",12,"49",6,2016,0
"127","Sl_Tydal","Trøndelag","SEB",12,"49",7,2016,0
"128","Sl_Tydal","Trøndelag","SEB",12,"49",8,2016,0
"129","Sl_Tydal","Trøndelag","SEB",12,"49",9,2016,0
"130","Sl_Tydal","Trøndelag","SEB",12,"49",10,2016,0
"131","Sl_Tydal","Trøndelag","SEB",12,"49",11,2016,12.563
"132","Sl_Tydal","Trøndelag","SEB",12,"49",12,2016,137.3
"133","Kviteseid2","Telemark","2KVB",14,"65",1,2016,82.839
"134","Kviteseid2","Telemark","2KVB",14,"65",2,2016,131.186
"135","Kviteseid2","Telemark","2KVB",14,"65",3,2016,166.552
"136","Kviteseid2","Telemark","2KVB",14,"65",4,2016,34.397
"137","Kviteseid2","Telemark","2KVB",14,"65",5,2016,1.723
"138","Kviteseid2","Telemark","2KVB",14,"65",6,2016,0
"139","Kviteseid2","Telemark","2KVB",14,"65",7,2016,0
"140","Kviteseid2","Telemark","2KVB",14,"65",8,2016,0
"141","Kviteseid2","Telemark","2KVB",14,"65",9,2016,0
"142","Kviteseid2","Telemark","2KVB",14,"65",10,2016,1.926
"143","Kviteseid2","Telemark","2KVB",14,"65",11,2016,71.68
"144","Kviteseid2","Telemark","2KVB",14,"65",12,2016,83.2
"145","Bratsberg","Trøndelag","BRB",15,"35",1,2016,16.435
"146","Bratsberg","Trøndelag","BRB",15,"35",2,2016,65.917
"147","Bratsberg","Trøndelag","BRB",15,"35",3,2016,78.119
"148","Bratsberg","Trøndelag","BRB",15,"35",4,2016,0.63
"149","Bratsberg","Trøndelag","BRB",15,"35",5,2016,0
"150","Bratsberg","Trøndelag","BRB",15,"35",6,2016,0
"151","Bratsberg","Trøndelag","BRB",15,"35",7,2016,0
"152","Bratsberg","Trøndelag","BRB",15,"35",8,2016,0
"153","Bratsberg","Trøndelag","BRB",15,"35",9,2016,0
"154","Bratsberg","Trøndelag","BRB",15,"35",10,2016,0
"155","Bratsberg","Trøndelag","BRB",15,"35",11,2016,2.05
"156","Bratsberg","Trøndelag","BRB",15,"35",12,2016,5.187
"157","Kviteseid1","Telemark","1KVB",16,"59",1,2016,70.461
"158","Kviteseid1","Telemark","1KVB",16,"59",2,2016,110.562
"159","Kviteseid1","Telemark","1KVB",16,"59",3,2016,123.839
"160","Kviteseid1","Telemark","1KVB",16,"59",4,2016,7.757
"161","Kviteseid1","Telemark","1KVB",16,"59",5,2016,0
"162","Kviteseid1","Telemark","1KVB",16,"59",6,2016,0
"163","Kviteseid1","Telemark","1KVB",16,"59",7,2016,0
"164","Kviteseid1","Telemark","1KVB",16,"59",8,2016,0
"165","Kviteseid1","Telemark","1KVB",16,"59",9,2016,0
"166","Kviteseid1","Telemark","1KVB",16,"59",10,2016,0
"167","Kviteseid1","Telemark","1KVB",16,"59",11,2016,50.92
"168","Kviteseid1","Telemark","1KVB",16,"59",12,2016,50.926
"169","Selbu_Sl","Trøndelag","SLB",17,"45",1,2016,30.632
"170","Selbu_Sl","Trøndelag","SLB",17,"45",2,2016,89.379
"171","Selbu_Sl","Trøndelag","SLB",17,"45",3,2016,130.284
"172","Selbu_Sl","Trøndelag","SLB",17,"45",4,2016,9.617
"173","Selbu_Sl","Trøndelag","SLB",17,"45",5,2016,0
"174","Selbu_Sl","Trøndelag","SLB",17,"45",6,2016,0
"175","Selbu_Sl","Trøndelag","SLB",17,"45",7,2016,0
"176","Selbu_Sl","Trøndelag","SLB",17,"45",8,2016,0
"177","Selbu_Sl","Trøndelag","SLB",17,"45",9,2016,0
"178","Selbu_Sl","Trøndelag","SLB",17,"45",10,2016,0.006
"179","Selbu_Sl","Trøndelag","SLB",17,"45",11,2016,13.45
"180","Selbu_Sl","Trøndelag","SLB",17,"45",12,2016,101.832
"181","Notodden5","Telemark","5NOB",21,"81",1,2016,51.048
"182","Notodden5","Telemark","5NOB",21,"81",2,2016,70.9
"183","Notodden5","Telemark","5NOB",21,"81",3,2016,63.242
"184","Notodden5","Telemark","5NOB",21,"81",4,2016,0.67
"185","Notodden5","Telemark","5NOB",21,"81",5,2016,0
"186","Notodden5","Telemark","5NOB",21,"81",6,2016,0
"187","Notodden5","Telemark","5NOB",21,"81",7,2016,0
"188","Notodden5","Telemark","5NOB",21,"81",8,2016,0
"189","Notodden5","Telemark","5NOB",21,"81",9,2016,0
"190","Notodden5","Telemark","5NOB",21,"81",10,2016,0.071
"191","Notodden5","Telemark","5NOB",21,"81",11,2016,45.883
"192","Notodden5","Telemark","5NOB",21,"81",12,2016,51.477
"193","Fritsøe1","Telemark","1FRB",22,"53",1,2016,61.326
"194","Fritsøe1","Telemark","1FRB",22,"53",2,2016,77.5
"195","Fritsøe1","Telemark","1FRB",22,"53",3,2016,82.455
"196","Fritsøe1","Telemark","1FRB",22,"53",4,2016,0.363
"197","Fritsøe1","Telemark","1FRB",22,"53",5,2016,0
"198","Fritsøe1","Telemark","1FRB",22,"53",6,2016,0
"199","Fritsøe1","Telemark","1FRB",22,"53",7,2016,0
"200","Fritsøe1","Telemark","1FRB",22,"53",8,2016,0
"201","Fritsøe1","Telemark","1FRB",22,"53",9,2016,0
"202","Fritsøe1","Telemark","1FRB",22,"53",10,2016,0.584
"203","Fritsøe1","Telemark","1FRB",22,"53",11,2016,48.48
"204","Fritsøe1","Telemark","1FRB",22,"53",12,2016,17.542
"205","verdal_2VB","Trøndelag","2VBB",24,"27",1,2016,14.039
"206","verdal_2VB","Trøndelag","2VBB",24,"27",2,2016,46.61
"207","verdal_2VB","Trøndelag","2VBB",24,"27",3,2016,44.145
"208","verdal_2VB","Trøndelag","2VBB",24,"27",4,2016,0.07
"209","verdal_2VB","Trøndelag","2VBB",24,"27",5,2016,0
"210","verdal_2VB","Trøndelag","2VBB",24,"27",6,2016,0
"211","verdal_2VB","Trøndelag","2VBB",24,"27",7,2016,0
"212","verdal_2VB","Trøndelag","2VBB",24,"27",8,2016,0
"213","verdal_2VB","Trøndelag","2VBB",24,"27",9,2016,0
"214","verdal_2VB","Trøndelag","2VBB",24,"27",10,2016,0
"215","verdal_2VB","Trøndelag","2VBB",24,"27",11,2016,1.6
"216","verdal_2VB","Trøndelag","2VBB",24,"27",12,2016,4.584
"217","Truls Holm","Hedmark","THB",25,"111",1,2016,17.981
"218","Truls Holm","Hedmark","THB",25,"111",2,2016,4.8
"219","Truls Holm","Hedmark","THB",25,"111",3,2016,11.339
"220","Truls Holm","Hedmark","THB",25,"111",4,2016,0.177
"221","Truls Holm","Hedmark","THB",25,"111",5,2016,0
"222","Truls Holm","Hedmark","THB",25,"111",6,2016,0
"223","Truls Holm","Hedmark","THB",25,"111",7,2016,0
"224","Truls Holm","Hedmark","THB",25,"111",8,2016,0
"225","Truls Holm","Hedmark","THB",25,"111",9,2016,0
"226","Truls Holm","Hedmark","THB",25,"111",10,2016,0
"227","Truls Holm","Hedmark","THB",25,"111",11,2016,0.65
"228","Truls Holm","Hedmark","THB",25,"111",12,2016,2.316
"229","Drangedal1","Telemark","1DRB",26,"69",1,2016,58.126
"230","Drangedal1","Telemark","1DRB",26,"69",2,2016,36.483
"231","Drangedal1","Telemark","1DRB",26,"69",3,2016,49.961
"232","Drangedal1","Telemark","1DRB",26,"69",4,2016,0
"233","Drangedal1","Telemark","1DRB",26,"69",5,2016,0
"234","Drangedal1","Telemark","1DRB",26,"69",6,2016,0
"235","Drangedal1","Telemark","1DRB",26,"69",7,2016,0
"236","Drangedal1","Telemark","1DRB",26,"69",8,2016,0
"237","Drangedal1","Telemark","1DRB",26,"69",9,2016,0
"238","Drangedal1","Telemark","1DRB",26,"69",10,2016,0
"239","Drangedal1","Telemark","1DRB",26,"69",11,2016,50.183
"240","Drangedal1","Telemark","1DRB",26,"69",12,2016,6.755
"241","Furesdal","Telemark","1FYB",27,"57",1,2016,64.168
"242","Furesdal","Telemark","1FYB",27,"57",2,2016,97.586
"243","Furesdal","Telemark","1FYB",27,"57",3,2016,102.258
"244","Furesdal","Telemark","1FYB",27,"57",4,2016,2.047
"245","Furesdal","Telemark","1FYB",27,"57",5,2016,0
"246","Furesdal","Telemark","1FYB",27,"57",6,2016,0
"247","Furesdal","Telemark","1FYB",27,"57",7,2016,0
"248","Furesdal","Telemark","1FYB",27,"57",8,2016,0
"249","Furesdal","Telemark","1FYB",27,"57",9,2016,0
"250","Furesdal","Telemark","1FYB",27,"57",10,2016,0
"251","Furesdal","Telemark","1FYB",27,"57",11,2016,40.733
"252","Furesdal","Telemark","1FYB",27,"57",12,2016,20.561
"253","Sub_Namdalseid","Trøndelag","1SB",28,"33",1,2016,17.987
"254","Sub_Namdalseid","Trøndelag","1SB",28,"33",2,2016,67.441
"255","Sub_Namdalseid","Trøndelag","1SB",28,"33",3,2016,80
"256","Sub_Namdalseid","Trøndelag","1SB",28,"33",4,2016,2.387
"257","Sub_Namdalseid","Trøndelag","1SB",28,"33",5,2016,0
"258","Sub_Namdalseid","Trøndelag","1SB",28,"33",6,2016,0
"259","Sub_Namdalseid","Trøndelag","1SB",28,"33",7,2016,0
"260","Sub_Namdalseid","Trøndelag","1SB",28,"33",8,2016,0
"261","Sub_Namdalseid","Trøndelag","1SB",28,"33",9,2016,0
"262","Sub_Namdalseid","Trøndelag","1SB",28,"33",10,2016,0
"263","Sub_Namdalseid","Trøndelag","1SB",28,"33",11,2016,1.807
"264","Sub_Namdalseid","Trøndelag","1SB",28,"33",12,2016,8.726
"265","Malvik","Trøndelag","MAB",29,"39",1,2016,11.268
"266","Malvik","Trøndelag","MAB",29,"39",2,2016,48.638
"267","Malvik","Trøndelag","MAB",29,"39",3,2016,70.697
"268","Malvik","Trøndelag","MAB",29,"39",4,2016,0.913
"269","Malvik","Trøndelag","MAB",29,"39",5,2016,0
"270","Malvik","Trøndelag","MAB",29,"39",6,2016,0
"271","Malvik","Trøndelag","MAB",29,"39",7,2016,0
"272","Malvik","Trøndelag","MAB",29,"39",8,2016,0
"273","Malvik","Trøndelag","MAB",29,"39",9,2016,0
"274","Malvik","Trøndelag","MAB",29,"39",10,2016,0
"275","Malvik","Trøndelag","MAB",29,"39",11,2016,4.8
"276","Malvik","Trøndelag","MAB",29,"39",12,2016,8.219
"277","Drangedal4","Telemark","4DRB",30,"71",1,2016,86.787
"278","Drangedal4","Telemark","4DRB",30,"71",2,2016,84.714
"279","Drangedal4","Telemark","4DRB",30,"71",3,2016,95.716
"280","Drangedal4","Telemark","4DRB",30,"71",4,2016,0.327
"281","Drangedal4","Telemark","4DRB",30,"71",5,2016,0
"282","Drangedal4","Telemark","4DRB",30,"71",6,2016,0
"283","Drangedal4","Telemark","4DRB",30,"71",7,2016,0
"284","Drangedal4","Telemark","4DRB",30,"71",8,2016,0
"285","Drangedal4","Telemark","4DRB",30,"71",9,2016,0
"286","Drangedal4","Telemark","4DRB",30,"71",10,2016,0
"287","Drangedal4","Telemark","4DRB",30,"71",11,2016,62.52
"288","Drangedal4","Telemark","4DRB",30,"71",12,2016,18.994
"289","Nome_Cappelen1","Telemark","1CAB",31,"61",1,2016,32.719
"290","Nome_Cappelen1","Telemark","1CAB",31,"61",2,2016,3.886
"291","Nome_Cappelen1","Telemark","1CAB",31,"61",3,2016,23.555
"292","Nome_Cappelen1","Telemark","1CAB",31,"61",4,2016,0
"293","Nome_Cappelen1","Telemark","1CAB",31,"61",5,2016,0
"294","Nome_Cappelen1","Telemark","1CAB",31,"61",6,2016,0
"295","Nome_Cappelen1","Telemark","1CAB",31,"61",7,2016,0
"296","Nome_Cappelen1","Telemark","1CAB",31,"61",8,2016,0
"297","Nome_Cappelen1","Telemark","1CAB",31,"61",9,2016,0
"298","Nome_Cappelen1","Telemark","1CAB",31,"61",10,2016,0
"299","Nome_Cappelen1","Telemark","1CAB",31,"61",11,2016,28.407
"300","Nome_Cappelen1","Telemark","1CAB",31,"61",12,2016,0.065
"301","Singsås","Trøndelag","LAB",33,"47",1,2016,28.042
"302","Singsås","Trøndelag","LAB",33,"47",2,2016,79.99
"303","Singsås","Trøndelag","LAB",33,"47",3,2016,107.042
"304","Singsås","Trøndelag","LAB",33,"47",4,2016,3.253
"305","Singsås","Trøndelag","LAB",33,"47",5,2016,0
"306","Singsås","Trøndelag","LAB",33,"47",6,2016,0
"307","Singsås","Trøndelag","LAB",33,"47",7,2016,0
"308","Singsås","Trøndelag","LAB",33,"47",8,2016,0
"309","Singsås","Trøndelag","LAB",33,"47",9,2016,0
"310","Singsås","Trøndelag","LAB",33,"47",10,2016,0
"311","Singsås","Trøndelag","LAB",33,"47",11,2016,11.25
"312","Singsås","Trøndelag","LAB",33,"47",12,2016,101.768
"313","Stangeskovene Aurskog","Hedmark","SSAB",34,"117",1,2016,25.094
"314","Stangeskovene Aurskog","Hedmark","SSAB",34,"117",2,2016,9.138
"315","Stangeskovene Aurskog","Hedmark","SSAB",34,"117",3,2016,17.655
"316","Stangeskovene Aurskog","Hedmark","SSAB",34,"117",4,2016,0.25
"317","Stangeskovene Aurskog","Hedmark","SSAB",34,"117",5,2016,0
"318","Stangeskovene Aurskog","Hedmark","SSAB",34,"117",6,2016,0
"319","Stangeskovene Aurskog","Hedmark","SSAB",34,"117",7,2016,0
"320","Stangeskovene Aurskog","Hedmark","SSAB",34,"117",8,2016,0
"321","Stangeskovene Aurskog","Hedmark","SSAB",34,"117",9,2016,0
"322","Stangeskovene Aurskog","Hedmark","SSAB",34,"117",10,2016,0
"323","Stangeskovene Aurskog","Hedmark","SSAB",34,"117",11,2016,0.87
"324","Stangeskovene Aurskog","Hedmark","SSAB",34,"117",12,2016,0.226
"325","Hi_tydal","Trøndelag","HIB",35,"37",1,2016,40.368
"326","Hi_tydal","Trøndelag","HIB",35,"37",2,2016,106.5
"327","Hi_tydal","Trøndelag","HIB",35,"37",3,2016,146.41
"328","Hi_tydal","Trøndelag","HIB",35,"37",4,2016,15.68
"329","Hi_tydal","Trøndelag","HIB",35,"37",5,2016,0
"330","Hi_tydal","Trøndelag","HIB",35,"37",6,2016,0
"331","Hi_tydal","Trøndelag","HIB",35,"37",7,2016,0
"332","Hi_tydal","Trøndelag","HIB",35,"37",8,2016,0
"333","Hi_tydal","Trøndelag","HIB",35,"37",9,2016,0
"334","Hi_tydal","Trøndelag","HIB",35,"37",10,2016,0
"335","Hi_tydal","Trøndelag","HIB",35,"37",11,2016,12.237
"336","Hi_tydal","Trøndelag","HIB",35,"37",12,2016,129.719
"337","Notodden3","Telemark","3NOB",36,"77",1,2016,52.516
"338","Notodden3","Telemark","3NOB",36,"77",2,2016,62.107
"339","Notodden3","Telemark","3NOB",36,"77",3,2016,55.319
"340","Notodden3","Telemark","3NOB",36,"77",4,2016,0.17
"341","Notodden3","Telemark","3NOB",36,"77",5,2016,0
"342","Notodden3","Telemark","3NOB",36,"77",6,2016,0
"343","Notodden3","Telemark","3NOB",36,"77",7,2016,0
"344","Notodden3","Telemark","3NOB",36,"77",8,2016,0
"345","Notodden3","Telemark","3NOB",36,"77",9,2016,0
"346","Notodden3","Telemark","3NOB",36,"77",10,2016,0.035
"347","Notodden3","Telemark","3NOB",36,"77",11,2016,43.583
"348","Notodden3","Telemark","3NOB",36,"77",12,2016,48.235
"349","Drangedal3","Telemark","3DRB",37,"73",1,2016,85.345
"350","Drangedal3","Telemark","3DRB",37,"73",2,2016,83.576
"351","Drangedal3","Telemark","3DRB",37,"73",3,2016,95.287
"352","Drangedal3","Telemark","3DRB",37,"73",4,2016,0.33
"353","Drangedal3","Telemark","3DRB",37,"73",5,2016,0
"354","Drangedal3","Telemark","3DRB",37,"73",6,2016,0
"355","Drangedal3","Telemark","3DRB",37,"73",7,2016,0
"356","Drangedal3","Telemark","3DRB",37,"73",8,2016,0
"357","Drangedal3","Telemark","3DRB",37,"73",9,2016,0
"358","Drangedal3","Telemark","3DRB",37,"73",10,2016,0
"359","Drangedal3","Telemark","3DRB",37,"73",11,2016,66.37
"360","Drangedal3","Telemark","3DRB",37,"73",12,2016,30.097
"361","steinkjer_1BBb","Trøndelag","1BBB",38,"25",1,2016,19.106
"362","steinkjer_1BBb","Trøndelag","1BBB",38,"25",2,2016,72.503
"363","steinkjer_1BBb","Trøndelag","1BBB",38,"25",3,2016,83.019
"364","steinkjer_1BBb","Trøndelag","1BBB",38,"25",4,2016,2.483
"365","steinkjer_1BBb","Trøndelag","1BBB",38,"25",5,2016,0
"366","steinkjer_1BBb","Trøndelag","1BBB",38,"25",6,2016,0
"367","steinkjer_1BBb","Trøndelag","1BBB",38,"25",7,2016,0
"368","steinkjer_1BBb","Trøndelag","1BBB",38,"25",8,2016,0
"369","steinkjer_1BBb","Trøndelag","1BBB",38,"25",9,2016,0
"370","steinkjer_1BBb","Trøndelag","1BBB",38,"25",10,2016,0
"371","steinkjer_1BBb","Trøndelag","1BBB",38,"25",11,2016,2.407
"372","steinkjer_1BBb","Trøndelag","1BBB",38,"25",12,2016,22.126
"373","Selbu_Flub","Trøndelag","FLB",39,"41",1,2016,19.819
"374","Selbu_Flub","Trøndelag","FLB",39,"41",2,2016,63.138
"375","Selbu_Flub","Trøndelag","FLB",39,"41",3,2016,86.226
"376","Selbu_Flub","Trøndelag","FLB",39,"41",4,2016,1.327
"377","Selbu_Flub","Trøndelag","FLB",39,"41",5,2016,0
"378","Selbu_Flub","Trøndelag","FLB",39,"41",6,2016,0
"379","Selbu_Flub","Trøndelag","FLB",39,"41",7,2016,0
"380","Selbu_Flub","Trøndelag","FLB",39,"41",8,2016,0
"381","Selbu_Flub","Trøndelag","FLB",39,"41",9,2016,0
"382","Selbu_Flub","Trøndelag","FLB",39,"41",10,2016,0.006
"383","Selbu_Flub","Trøndelag","FLB",39,"41",11,2016,6.56
"384","Selbu_Flub","Trøndelag","FLB",39,"41",12,2016,12.506
"385","Stangeskovene Eidskog","Hedmark","SSBB",40,"123",1,2016,19.555
"386","Stangeskovene Eidskog","Hedmark","SSBB",40,"123",2,2016,4.472
"387","Stangeskovene Eidskog","Hedmark","SSBB",40,"123",3,2016,11.177
"388","Stangeskovene Eidskog","Hedmark","SSBB",40,"123",4,2016,0.15
"389","Stangeskovene Eidskog","Hedmark","SSBB",40,"123",5,2016,0
"390","Stangeskovene Eidskog","Hedmark","SSBB",40,"123",6,2016,0
"391","Stangeskovene Eidskog","Hedmark","SSBB",40,"123",7,2016,0
"392","Stangeskovene Eidskog","Hedmark","SSBB",40,"123",8,2016,0
"393","Stangeskovene Eidskog","Hedmark","SSBB",40,"123",9,2016,0
"394","Stangeskovene Eidskog","Hedmark","SSBB",40,"123",10,2016,0
"395","Stangeskovene Eidskog","Hedmark","SSBB",40,"123",11,2016,1.003
"396","Stangeskovene Eidskog","Hedmark","SSBB",40,"123",12,2016,2.3
"397","Fritsøe2","Telemark","2FRB",42,"55",1,2016,51.271
"398","Fritsøe2","Telemark","2FRB",42,"55",2,2016,38.452
