"","LocalityName","Region","LocalityCode","FID","Experiment","Month","Year","Avg_Temp_C"
"43","Notodden6","Telemark","6NOB",4,"83",7,2017,14.3741935483871
"44","Notodden6","Telemark","6NOB",4,"83",8,2017,12.9709677419355
"45","Notodden6","Telemark","6NOB",4,"83",9,2017,9.97333333333333
"46","Notodden6","Telemark","6NOB",4,"83",10,2017,5.22258064516129
"47","Notodden6","Telemark","6NOB",4,"83",11,2017,-0.77
"48","Notodden6","Telemark","6NOB",4,"83",12,2017,-4.03870967741936
"49","namdalseid_1kub","Trøndelag","1KB",5,"21",1,2010,-7.42903225806452
"50","namdalseid_1kub","Trøndelag","1KB",5,"21",2,2010,-7.44285714285714
"51","namdalseid_1kub","Trøndelag","1KB",5,"21",3,2010,-2.61612903225806
"52","namdalseid_1kub","Trøndelag","1KB",5,"21",4,2010,3.83666666666667
"53","namdalseid_1kub","Trøndelag","1KB",5,"21",5,2010,6.81612903225806
"54","namdalseid_1kub","Trøndelag","1KB",5,"21",6,2010,9.64666666666667
"55","namdalseid_1kub","Trøndelag","1KB",5,"21",7,2010,14.7322580645161
"56","namdalseid_1kub","Trøndelag","1KB",5,"21",8,2010,14.1838709677419
"57","namdalseid_1kub","Trøndelag","1KB",5,"21",9,2010,9.28333333333333
"58","namdalseid_1kub","Trøndelag","1KB",5,"21",10,2010,5.38387096774194
"59","namdalseid_1kub","Trøndelag","1KB",5,"21",11,2010,-4.29
"60","namdalseid_1kub","Trøndelag","1KB",5,"21",12,2010,-7.85483870967742
"61","Fet 3","Hedmark","FKB",6,"119",1,2016,-7.88709677419355
"62","Fet 3","Hedmark","FKB",6,"119",2,2016,-1.95862068965517
"63","Fet 3","Hedmark","FKB",6,"119",3,2016,1.84516129032258
"64","Fet 3","Hedmark","FKB",6,"119",4,2016,4.64333333333333
"65","Fet 3","Hedmark","FKB",6,"119",5,2016,10.9903225806452
"66","Fet 3","Hedmark","FKB",6,"119",6,2016,15.6466666666667
"67","Fet 3","Hedmark","FKB",6,"119",7,2016,16.0451612903226
"68","Fet 3","Hedmark","FKB",6,"119",8,2016,14.3935483870968
"69","Fet 3","Hedmark","FKB",6,"119",9,2016,14
"70","Fet 3","Hedmark","FKB",6,"119",10,2016,5
"71","Fet 3","Hedmark","FKB",6,"119",11,2016,0.163333333333333
"72","Fet 3","Hedmark","FKB",6,"119",12,2016,-0.0483870967741936
"73","Didrik Holmsen","Hedmark","DHB",7,"113",1,2018,-3.14516129032258
"74","Didrik Holmsen","Hedmark","DHB",7,"113",2,2018,-5.63928571428571
"75","Didrik Holmsen","Hedmark","DHB",7,"113",3,2018,-5.08064516129032
"76","Didrik Holmsen","Hedmark","DHB",7,"113",4,2018,3.94666666666667
"77","Didrik Holmsen","Hedmark","DHB",7,"113",5,2018,14.2
"78","Didrik Holmsen","Hedmark","DHB",7,"113",6,2018,16.1466666666667
"79","Didrik Holmsen","Hedmark","DHB",7,"113",7,2018,20.0322580645161
"80","Didrik Holmsen","Hedmark","DHB",7,"113",8,2018,14.6612903225806
"81","Didrik Holmsen","Hedmark","DHB",7,"113",9,2018,10.9633333333333
"82","Didrik Holmsen","Hedmark","DHB",7,"113",10,2018,5.63548387096774
"83","Didrik Holmsen","Hedmark","DHB",7,"113",11,2018,1.95
"84","Didrik Holmsen","Hedmark","DHB",7,"113",12,2018,-3
"85","Halvard Pramhus","Hedmark","HPB",8,"121",1,2016,-9.58387096774194
"86","Halvard Pramhus","Hedmark","HPB",8,"121",2,2016,-3.06896551724138
"87","Halvard Pramhus","Hedmark","HPB",8,"121",3,2016,1.56451612903226
"88","Halvard Pramhus","Hedmark","HPB",8,"121",4,2016,3.78666666666667
"89","Halvard Pramhus","Hedmark","HPB",8,"121",5,2016,10.4516129032258
"90","Halvard Pramhus","Hedmark","HPB",8,"121",6,2016,15.0166666666667
"91","Halvard Pramhus","Hedmark","HPB",8,"121",7,2016,15.6548387096774
"92","Halvard Pramhus","Hedmark","HPB",8,"121",8,2016,13.7967741935484
"93","Halvard Pramhus","Hedmark","HPB",8,"121",9,2016,13.55
"94","Halvard Pramhus","Hedmark","HPB",8,"121",10,2016,4.36774193548387
"95","Halvard Pramhus","Hedmark","HPB",8,"121",11,2016,-0.39
"96","Halvard Pramhus","Hedmark","HPB",8,"121",12,2016,-1.14838709677419
"97","Selbu_kl","Trøndelag","KLB",9,"43",1,2015,-2.38387096774194
"98","Selbu_kl","Trøndelag","KLB",9,"43",2,2015,-0.310714285714286
"99","Selbu_kl","Trøndelag","KLB",9,"43",3,2015,1.37741935483871
"100","Selbu_kl","Trøndelag","KLB",9,"43",4,2015,2.52333333333333
"101","Selbu_kl","Trøndelag","KLB",9,"43",5,2015,5.84516129032258
"102","Selbu_kl","Trøndelag","KLB",9,"43",6,2015,8.40666666666667
"103","Selbu_kl","Trøndelag","KLB",9,"43",7,2015,11.9516129032258
"104","Selbu_kl","Trøndelag","KLB",9,"43",8,2015,14.5967741935484
"105","Selbu_kl","Trøndelag","KLB",9,"43",9,2015,10.0233333333333
"106","Selbu_kl","Trøndelag","KLB",9,"43",10,2015,5.3741935483871
"107","Selbu_kl","Trøndelag","KLB",9,"43",11,2015,1.47333333333333
"108","Selbu_kl","Trøndelag","KLB",9,"43",12,2015,-0.27741935483871
"109","Nsb_Verdal","Trøndelag","1NSB",11,"31",1,2015,-0.829032258064516
"110","Nsb_Verdal","Trøndelag","1NSB",11,"31",2,2015,0.628571428571429
"111","Nsb_Verdal","Trøndelag","1NSB",11,"31",3,2015,2.73225806451613
"112","Nsb_Verdal","Trøndelag","1NSB",11,"31",4,2015,3.79333333333333
"113","Nsb_Verdal","Trøndelag","1NSB",11,"31",5,2015,7.24193548387097
"114","Nsb_Verdal","Trøndelag","1NSB",11,"31",6,2015,9.35333333333333
"115","Nsb_Verdal","Trøndelag","1NSB",11,"31",7,2015,12.8516129032258
"116","Nsb_Verdal","Trøndelag","1NSB",11,"31",8,2015,15.9645161290323
"117","Nsb_Verdal","Trøndelag","1NSB",11,"31",9,2015,11.3933333333333
"118","Nsb_Verdal","Trøndelag","1NSB",11,"31",10,2015,6.46451612903226
"119","Nsb_Verdal","Trøndelag","1NSB",11,"31",11,2015,3.03666666666667
"120","Nsb_Verdal","Trøndelag","1NSB",11,"31",12,2015,1.68709677419355
"121","Sl_Tydal","Trøndelag","SEB",12,"49",1,2015,-4.00645161290323
"122","Sl_Tydal","Trøndelag","SEB",12,"49",2,2015,-1.45714285714286
"123","Sl_Tydal","Trøndelag","SEB",12,"49",3,2015,0.0935483870967742
"124","Sl_Tydal","Trøndelag","SEB",12,"49",4,2015,1.51666666666667
"125","Sl_Tydal","Trøndelag","SEB",12,"49",5,2015,4.83870967741935
"126","Sl_Tydal","Trøndelag","SEB",12,"49",6,2015,7.82666666666667
"127","Sl_Tydal","Trøndelag","SEB",12,"49",7,2015,11.4
"128","Sl_Tydal","Trøndelag","SEB",12,"49",8,2015,13.7322580645161
"129","Sl_Tydal","Trøndelag","SEB",12,"49",9,2015,9.19333333333333
"130","Sl_Tydal","Trøndelag","SEB",12,"49",10,2015,4.41290322580645
"131","Sl_Tydal","Trøndelag","SEB",12,"49",11,2015,0.28
"132","Sl_Tydal","Trøndelag","SEB",12,"49",12,2015,-1.69354838709677
"133","Kviteseid2","Telemark","2KVB",14,"65",1,2017,-2.88709677419355
"134","Kviteseid2","Telemark","2KVB",14,"65",2,2017,-3.99285714285714
"135","Kviteseid2","Telemark","2KVB",14,"65",3,2017,-1.15806451612903
"136","Kviteseid2","Telemark","2KVB",14,"65",4,2017,1.43333333333333
"137","Kviteseid2","Telemark","2KVB",14,"65",5,2017,8.17096774193548
"138","Kviteseid2","Telemark","2KVB",14,"65",6,2017,10.8533333333333
"139","Kviteseid2","Telemark","2KVB",14,"65",7,2017,12.1838709677419
"140","Kviteseid2","Telemark","2KVB",14,"65",8,2017,11.0645161290323
"141","Kviteseid2","Telemark","2KVB",14,"65",9,2017,8.1
"142","Kviteseid2","Telemark","2KVB",14,"65",10,2017,4.19677419354839
"143","Kviteseid2","Telemark","2KVB",14,"65",11,2017,-1.46
"144","Kviteseid2","Telemark","2KVB",14,"65",12,2017,-3.39677419354839
"145","Bratsberg","Trøndelag","BRB",15,"35",1,2017,0.232258064516129
"146","Bratsberg","Trøndelag","BRB",15,"35",2,2017,-1.725
"147","Bratsberg","Trøndelag","BRB",15,"35",3,2017,-0.0451612903225807
"148","Bratsberg","Trøndelag","BRB",15,"35",4,2017,2.16666666666667
"149","Bratsberg","Trøndelag","BRB",15,"35",5,2017,7.51290322580645
"150","Bratsberg","Trøndelag","BRB",15,"35",6,2017,11.36
"151","Bratsberg","Trøndelag","BRB",15,"35",7,2017,13.2225806451613
"152","Bratsberg","Trøndelag","BRB",15,"35",8,2017,12.2387096774194
"153","Bratsberg","Trøndelag","BRB",15,"35",9,2017,11.42
"154","Bratsberg","Trøndelag","BRB",15,"35",10,2017,5.93870967741935
"155","Bratsberg","Trøndelag","BRB",15,"35",11,2017,-0.643333333333333
"156","Bratsberg","Trøndelag","BRB",15,"35",12,2017,-2.5
"157","Kviteseid1","Telemark","1KVB",16,"59",1,2017,-3.3258064516129
"158","Kviteseid1","Telemark","1KVB",16,"59",2,2017,-3.87857142857143
"159","Kviteseid1","Telemark","1KVB",16,"59",3,2017,-0.693548387096774
"160","Kviteseid1","Telemark","1KVB",16,"59",4,2017,2.23333333333333
"161","Kviteseid1","Telemark","1KVB",16,"59",5,2017,8.88387096774194
"162","Kviteseid1","Telemark","1KVB",16,"59",6,2017,11.5466666666667
"163","Kviteseid1","Telemark","1KVB",16,"59",7,2017,12.7451612903226
"164","Kviteseid1","Telemark","1KVB",16,"59",8,2017,11.6258064516129
"165","Kviteseid1","Telemark","1KVB",16,"59",9,2017,8.93666666666667
"166","Kviteseid1","Telemark","1KVB",16,"59",10,2017,4.83548387096774
"167","Kviteseid1","Telemark","1KVB",16,"59",11,2017,-1.20333333333333
"168","Kviteseid1","Telemark","1KVB",16,"59",12,2017,-3.65483870967742
"169","Selbu_Sl","Trøndelag","SLB",17,"45",1,2015,-2.85161290322581
"170","Selbu_Sl","Trøndelag","SLB",17,"45",2,2015,-0.621428571428571
"171","Selbu_Sl","Trøndelag","SLB",17,"45",3,2015,0.887096774193548
"172","Selbu_Sl","Trøndelag","SLB",17,"45",4,2015,2.11
"173","Selbu_Sl","Trøndelag","SLB",17,"45",5,2015,5.44193548387097
"174","Selbu_Sl","Trøndelag","SLB",17,"45",6,2015,8.1
"175","Selbu_Sl","Trøndelag","SLB",17,"45",7,2015,11.6483870967742
"176","Selbu_Sl","Trøndelag","SLB",17,"45",8,2015,14.2612903225806
"177","Selbu_Sl","Trøndelag","SLB",17,"45",9,2015,9.68666666666667
"178","Selbu_Sl","Trøndelag","SLB",17,"45",10,2015,5.10645161290323
"179","Selbu_Sl","Trøndelag","SLB",17,"45",11,2015,1.13666666666667
"180","Selbu_Sl","Trøndelag","SLB",17,"45",12,2015,-0.754838709677419
"181","Notodden5","Telemark","5NOB",21,"81",1,2017,-3.3
"182","Notodden5","Telemark","5NOB",21,"81",2,2017,-3.81428571428571
"183","Notodden5","Telemark","5NOB",21,"81",3,2017,-0.538709677419355
"184","Notodden5","Telemark","5NOB",21,"81",4,2017,2.31
"185","Notodden5","Telemark","5NOB",21,"81",5,2017,9.06774193548387
"186","Notodden5","Telemark","5NOB",21,"81",6,2017,11.58
"187","Notodden5","Telemark","5NOB",21,"81",7,2017,12.9870967741935
"188","Notodden5","Telemark","5NOB",21,"81",8,2017,11.6903225806452
"189","Notodden5","Telemark","5NOB",21,"81",9,2017,8.62666666666667
"190","Notodden5","Telemark","5NOB",21,"81",10,2017,4.25806451612903
"191","Notodden5","Telemark","5NOB",21,"81",11,2017,-1.52333333333333
"192","Notodden5","Telemark","5NOB",21,"81",12,2017,-4.1741935483871
"193","Fritsøe1","Telemark","1FRB",22,"53",1,2017,-2.1258064516129
"194","Fritsøe1","Telemark","1FRB",22,"53",2,2017,-2.94285714285714
"195","Fritsøe1","Telemark","1FRB",22,"53",3,2017,0.309677419354839
"196","Fritsøe1","Telemark","1FRB",22,"53",4,2017,2.93
"197","Fritsøe1","Telemark","1FRB",22,"53",5,2017,9.20645161290323
"198","Fritsøe1","Telemark","1FRB",22,"53",6,2017,12.2266666666667
"199","Fritsøe1","Telemark","1FRB",22,"53",7,2017,13.7516129032258
"200","Fritsøe1","Telemark","1FRB",22,"53",8,2017,12.158064516129
"201","Fritsøe1","Telemark","1FRB",22,"53",9,2017,9.05666666666667
"202","Fritsøe1","Telemark","1FRB",22,"53",10,2017,4.95806451612903
"203","Fritsøe1","Telemark","1FRB",22,"53",11,2017,-0.4
"204","Fritsøe1","Telemark","1FRB",22,"53",12,2017,-3.1
"205","verdal_2VB","Trøndelag","2VBB",24,"27",1,2015,-1.6
"206","verdal_2VB","Trøndelag","2VBB",24,"27",2,2015,-0.203571428571429
"207","verdal_2VB","Trøndelag","2VBB",24,"27",3,2015,1.85806451612903
"208","verdal_2VB","Trøndelag","2VBB",24,"27",4,2015,2.86
"209","verdal_2VB","Trøndelag","2VBB",24,"27",5,2015,6.25161290322581
"210","verdal_2VB","Trøndelag","2VBB",24,"27",6,2015,8.5
"211","verdal_2VB","Trøndelag","2VBB",24,"27",7,2015,12.1290322580645
"212","verdal_2VB","Trøndelag","2VBB",24,"27",8,2015,15.2193548387097
"213","verdal_2VB","Trøndelag","2VBB",24,"27",9,2015,10.66
"214","verdal_2VB","Trøndelag","2VBB",24,"27",10,2015,5.98709677419355
"215","verdal_2VB","Trøndelag","2VBB",24,"27",11,2015,2.55666666666667
"216","verdal_2VB","Trøndelag","2VBB",24,"27",12,2015,1.14516129032258
"217","Truls Holm","Hedmark","THB",25,"111",1,2017,-2.80322580645161
"218","Truls Holm","Hedmark","THB",25,"111",2,2017,-3.11428571428571
"219","Truls Holm","Hedmark","THB",25,"111",3,2017,0.787096774193548
"220","Truls Holm","Hedmark","THB",25,"111",4,2017,2.69666666666667
"221","Truls Holm","Hedmark","THB",25,"111",5,2017,9.7741935483871
"222","Truls Holm","Hedmark","THB",25,"111",6,2017,12.8733333333333
"223","Truls Holm","Hedmark","THB",25,"111",7,2017,14.1677419354839
"224","Truls Holm","Hedmark","THB",25,"111",8,2017,13.0483870967742
"225","Truls Holm","Hedmark","THB",25,"111",9,2017,10.0033333333333
"226","Truls Holm","Hedmark","THB",25,"111",10,2017,5.14193548387097
"227","Truls Holm","Hedmark","THB",25,"111",11,2017,-0.43
"228","Truls Holm","Hedmark","THB",25,"111",12,2017,-3.56129032258065
"229","Drangedal1","Telemark","1DRB",26,"69",1,2017,-1.64838709677419
"230","Drangedal1","Telemark","1DRB",26,"69",2,2017,-1.85
"231","Drangedal1","Telemark","1DRB",26,"69",3,2017,1.54193548387097
"232","Drangedal1","Telemark","1DRB",26,"69",4,2017,4.59
"233","Drangedal1","Telemark","1DRB",26,"69",5,2017,11.0193548387097
"234","Drangedal1","Telemark","1DRB",26,"69",6,2017,13.99
"235","Drangedal1","Telemark","1DRB",26,"69",7,2017,15.3709677419355
"236","Drangedal1","Telemark","1DRB",26,"69",8,2017,13.8387096774194
"237","Drangedal1","Telemark","1DRB",26,"69",9,2017,10.7933333333333
"238","Drangedal1","Telemark","1DRB",26,"69",10,2017,6.55161290322581
"239","Drangedal1","Telemark","1DRB",26,"69",11,2017,0.77
"240","Drangedal1","Telemark","1DRB",26,"69",12,2017,-2.15483870967742
"241","Furesdal","Telemark","1FYB",27,"57",1,2017,-3.17096774193548
"242","Furesdal","Telemark","1FYB",27,"57",2,2017,-3.375
"243","Furesdal","Telemark","1FYB",27,"57",3,2017,-0.190322580645161
"244","Furesdal","Telemark","1FYB",27,"57",4,2017,2.86666666666667
"245","Furesdal","Telemark","1FYB",27,"57",5,2017,9.51612903225806
"246","Furesdal","Telemark","1FYB",27,"57",6,2017,12.1066666666667
"247","Furesdal","Telemark","1FYB",27,"57",7,2017,13.2451612903226
"248","Furesdal","Telemark","1FYB",27,"57",8,2017,12.1
"249","Furesdal","Telemark","1FYB",27,"57",9,2017,9.56666666666667
"250","Furesdal","Telemark","1FYB",27,"57",10,2017,5.31612903225806
"251","Furesdal","Telemark","1FYB",27,"57",11,2017,-0.696666666666667
"252","Furesdal","Telemark","1FYB",27,"57",12,2017,-3.42903225806452
"253","Sub_Namdalseid","Trøndelag","1SB",28,"33",1,2010,-8.46774193548387
"254","Sub_Namdalseid","Trøndelag","1SB",28,"33",2,2010,-8.11785714285714
"255","Sub_Namdalseid","Trøndelag","1SB",28,"33",3,2010,-3.17741935483871
"256","Sub_Namdalseid","Trøndelag","1SB",28,"33",4,2010,3.22333333333333
"257","Sub_Namdalseid","Trøndelag","1SB",28,"33",5,2010,5.89354838709677
"258","Sub_Namdalseid","Trøndelag","1SB",28,"33",6,2010,8.78333333333333
"259","Sub_Namdalseid","Trøndelag","1SB",28,"33",7,2010,14.0806451612903
"260","Sub_Namdalseid","Trøndelag","1SB",28,"33",8,2010,13.5387096774194
"261","Sub_Namdalseid","Trøndelag","1SB",28,"33",9,2010,8.61666666666667
"262","Sub_Namdalseid","Trøndelag","1SB",28,"33",10,2010,4.62903225806452
"263","Sub_Namdalseid","Trøndelag","1SB",28,"33",11,2010,-5.12333333333333
"264","Sub_Namdalseid","Trøndelag","1SB",28,"33",12,2010,-8.61612903225807
"265","Malvik","Trøndelag","MAB",29,"39",1,2016,-5.48709677419355
"266","Malvik","Trøndelag","MAB",29,"39",2,2016,-1.71724137931034
"267","Malvik","Trøndelag","MAB",29,"39",3,2016,0.867741935483871
"268","Malvik","Trøndelag","MAB",29,"39",4,2016,2.38333333333333
"269","Malvik","Trøndelag","MAB",29,"39",5,2016,8.30645161290323
"270","Malvik","Trøndelag","MAB",29,"39",6,2016,11.2933333333333
"271","Malvik","Trøndelag","MAB",29,"39",7,2016,13.7838709677419
"272","Malvik","Trøndelag","MAB",29,"39",8,2016,11.8677419354839
"273","Malvik","Trøndelag","MAB",29,"39",9,2016,11.6766666666667
"274","Malvik","Trøndelag","MAB",29,"39",10,2016,3.63225806451613
"275","Malvik","Trøndelag","MAB",29,"39",11,2016,-0.826666666666667
"276","Malvik","Trøndelag","MAB",29,"39",12,2016,0.858064516129032
"277","Drangedal4","Telemark","4DRB",30,"71",1,2016,-5.74516129032258
"278","Drangedal4","Telemark","4DRB",30,"71",2,2016,-2.28620689655172
"279","Drangedal4","Telemark","4DRB",30,"71",3,2016,1.0741935483871
"280","Drangedal4","Telemark","4DRB",30,"71",4,2016,3.49666666666667
"281","Drangedal4","Telemark","4DRB",30,"71",5,2016,9.92903225806452
"282","Drangedal4","Telemark","4DRB",30,"71",6,2016,14.4266666666667
"283","Drangedal4","Telemark","4DRB",30,"71",7,2016,14.8161290322581
"284","Drangedal4","Telemark","4DRB",30,"71",8,2016,13.5258064516129
"285","Drangedal4","Telemark","4DRB",30,"71",9,2016,13.03
"286","Drangedal4","Telemark","4DRB",30,"71",10,2016,4.15806451612903
"287","Drangedal4","Telemark","4DRB",30,"71",11,2016,-0.74
"288","Drangedal4","Telemark","4DRB",30,"71",12,2016,0.583870967741935
"289","Nome_Cappelen1","Telemark","1CAB",31,"61",1,2017,-1.57096774193548
"290","Nome_Cappelen1","Telemark","1CAB",31,"61",2,2017,-1.61071428571429
"291","Nome_Cappelen1","Telemark","1CAB",31,"61",3,2017,2.02903225806452
"292","Nome_Cappelen1","Telemark","1CAB",31,"61",4,2017,5.06333333333333
"293","Nome_Cappelen1","Telemark","1CAB",31,"61",5,2017,11.4838709677419
"294","Nome_Cappelen1","Telemark","1CAB",31,"61",6,2017,14.5366666666667
"295","Nome_Cappelen1","Telemark","1CAB",31,"61",7,2017,15.9741935483871
"296","Nome_Cappelen1","Telemark","1CAB",31,"61",8,2017,14.4612903225806
"297","Nome_Cappelen1","Telemark","1CAB",31,"61",9,2017,11.54
"298","Nome_Cappelen1","Telemark","1CAB",31,"61",10,2017,7.07741935483871
"299","Nome_Cappelen1","Telemark","1CAB",31,"61",11,2017,1.12
"300","Nome_Cappelen1","Telemark","1CAB",31,"61",12,2017,-2
"301","Singsås","Trøndelag","LAB",33,"47",1,2015,-3.48387096774194
"302","Singsås","Trøndelag","LAB",33,"47",2,2015,-0.807142857142857
"303","Singsås","Trøndelag","LAB",33,"47",3,2015,1.04516129032258
"304","Singsås","Trøndelag","LAB",33,"47",4,2015,2.57333333333333
"305","Singsås","Trøndelag","LAB",33,"47",5,2015,5.86451612903226
"306","Singsås","Trøndelag","LAB",33,"47",6,2015,8.74333333333333
"307","Singsås","Trøndelag","LAB",33,"47",7,2015,12.2161290322581
"308","Singsås","Trøndelag","LAB",33,"47",8,2015,14.3354838709677
"309","Singsås","Trøndelag","LAB",33,"47",9,2015,9.77333333333333
"310","Singsås","Trøndelag","LAB",33,"47",10,2015,4.89354838709677
"311","Singsås","Trøndelag","LAB",33,"47",11,2015,0.53
"312","Singsås","Trøndelag","LAB",33,"47",12,2015,-1.50967741935484
"313","Stangeskovene Aurskog","Hedmark","SSAB",34,"117",1,2018,-3.18387096774194
"314","Stangeskovene Aurskog","Hedmark","SSAB",34,"117",2,2018,-5.68214285714286
"315","Stangeskovene Aurskog","Hedmark","SSAB",34,"117",3,2018,-5.10967741935484
"316","Stangeskovene Aurskog","Hedmark","SSAB",34,"117",4,2018,3.90333333333333
"317","Stangeskovene Aurskog","Hedmark","SSAB",34,"117",5,2018,14.1193548387097
"318","Stangeskovene Aurskog","Hedmark","SSAB",34,"117",6,2018,16.1033333333333
"319","Stangeskovene Aurskog","Hedmark","SSAB",34,"117",7,2018,19.9483870967742
"320","Stangeskovene Aurskog","Hedmark","SSAB",34,"117",8,2018,14.5903225806452
"321","Stangeskovene Aurskog","Hedmark","SSAB",34,"117",9,2018,10.9
"322","Stangeskovene Aurskog","Hedmark","SSAB",34,"117",10,2018,5.60322580645161
"323","Stangeskovene Aurskog","Hedmark","SSAB",34,"117",11,2018,1.91666666666667
"324","Stangeskovene Aurskog","Hedmark","SSAB",34,"117",12,2018,-2.95161290322581
"325","Hi_tydal","Trøndelag","HIB",35,"37",1,2015,-3.4741935483871
"326","Hi_tydal","Trøndelag","HIB",35,"37",2,2015,-1.08571428571429
"327","Hi_tydal","Trøndelag","HIB",35,"37",3,2015,0.603225806451613
"328","Hi_tydal","Trøndelag","HIB",35,"37",4,2015,1.93666666666667
"329","Hi_tydal","Trøndelag","HIB",35,"37",5,2015,5.35161290322581
"330","Hi_tydal","Trøndelag","HIB",35,"37",6,2015,8.18333333333333
"331","Hi_tydal","Trøndelag","HIB",35,"37",7,2015,11.7516129032258
"332","Hi_tydal","Trøndelag","HIB",35,"37",8,2015,14.1064516129032
"333","Hi_tydal","Trøndelag","HIB",35,"37",9,2015,9.58666666666667
"334","Hi_tydal","Trøndelag","HIB",35,"37",10,2015,4.72258064516129
"335","Hi_tydal","Trøndelag","HIB",35,"37",11,2015,0.61
"336","Hi_tydal","Trøndelag","HIB",35,"37",12,2015,-1.20322580645161
"337","Notodden3","Telemark","3NOB",36,"77",1,2017,-3.34516129032258
"338","Notodden3","Telemark","3NOB",36,"77",2,2017,-3.50714285714286
"339","Notodden3","Telemark","3NOB",36,"77",3,2017,-0.106451612903226
"340","Notodden3","Telemark","3NOB",36,"77",4,2017,2.83
"341","Notodden3","Telemark","3NOB",36,"77",5,2017,9.5258064516129
"342","Notodden3","Telemark","3NOB",36,"77",6,2017,12.0933333333333
"343","Notodden3","Telemark","3NOB",36,"77",7,2017,13.5258064516129
"344","Notodden3","Telemark","3NOB",36,"77",8,2017,12.1645161290323
"345","Notodden3","Telemark","3NOB",36,"77",9,2017,9.11666666666667
"346","Notodden3","Telemark","3NOB",36,"77",10,2017,4.56774193548387
"347","Notodden3","Telemark","3NOB",36,"77",11,2017,-1.23333333333333
"348","Notodden3","Telemark","3NOB",36,"77",12,2017,-4.25483870967742
"349","Drangedal3","Telemark","3DRB",37,"73",1,2016,-5.78709677419355
"350","Drangedal3","Telemark","3DRB",37,"73",2,2016,-2.30344827586207
"351","Drangedal3","Telemark","3DRB",37,"73",3,2016,1.09677419354839
"352","Drangedal3","Telemark","3DRB",37,"73",4,2016,3.53666666666667
"353","Drangedal3","Telemark","3DRB",37,"73",5,2016,9.98064516129032
