"","LocalityName","Region","LocalityCode","FID","Experiment","Month","Year","Avg_Temp_C"
"354","Drangedal3","Telemark","3DRB",37,"73",6,2016,14.47
"355","Drangedal3","Telemark","3DRB",37,"73",7,2016,14.8064516129032
"356","Drangedal3","Telemark","3DRB",37,"73",8,2016,13.5322580645161
"357","Drangedal3","Telemark","3DRB",37,"73",9,2016,13.0333333333333
"358","Drangedal3","Telemark","3DRB",37,"73",10,2016,4.15161290322581
"359","Drangedal3","Telemark","3DRB",37,"73",11,2016,-0.813333333333333
"360","Drangedal3","Telemark","3DRB",37,"73",12,2016,0.467741935483871
"361","steinkjer_1BBb","Trøndelag","1BBB",38,"25",1,2011,-2.80967741935484
"362","steinkjer_1BBb","Trøndelag","1BBB",38,"25",2,2011,-5.45
"363","steinkjer_1BBb","Trøndelag","1BBB",38,"25",3,2011,-1.02903225806452
"364","steinkjer_1BBb","Trøndelag","1BBB",38,"25",4,2011,4.54
"365","steinkjer_1BBb","Trøndelag","1BBB",38,"25",5,2011,8.20967741935484
"366","steinkjer_1BBb","Trøndelag","1BBB",38,"25",6,2011,13.4133333333333
"367","steinkjer_1BBb","Trøndelag","1BBB",38,"25",7,2011,14.7709677419355
"368","steinkjer_1BBb","Trøndelag","1BBB",38,"25",8,2011,13.8709677419355
"369","steinkjer_1BBb","Trøndelag","1BBB",38,"25",9,2011,10.6933333333333
"370","steinkjer_1BBb","Trøndelag","1BBB",38,"25",10,2011,5.41612903225806
"371","steinkjer_1BBb","Trøndelag","1BBB",38,"25",11,2011,3.40666666666667
"372","steinkjer_1BBb","Trøndelag","1BBB",38,"25",12,2011,-1.24838709677419
"373","Selbu_Flub","Trøndelag","FLB",39,"41",1,2015,-1.77741935483871
"374","Selbu_Flub","Trøndelag","FLB",39,"41",2,2015,0.0285714285714286
"375","Selbu_Flub","Trøndelag","FLB",39,"41",3,2015,1.93225806451613
"376","Selbu_Flub","Trøndelag","FLB",39,"41",4,2015,3.01
"377","Selbu_Flub","Trøndelag","FLB",39,"41",5,2015,6.30967741935484
"378","Selbu_Flub","Trøndelag","FLB",39,"41",6,2015,8.73666666666667
"379","Selbu_Flub","Trøndelag","FLB",39,"41",7,2015,12.2677419354839
"380","Selbu_Flub","Trøndelag","FLB",39,"41",8,2015,15.0451612903226
"381","Selbu_Flub","Trøndelag","FLB",39,"41",9,2015,10.4166666666667
"382","Selbu_Flub","Trøndelag","FLB",39,"41",10,2015,5.76129032258065
"383","Selbu_Flub","Trøndelag","FLB",39,"41",11,2015,2.00333333333333
"384","Selbu_Flub","Trøndelag","FLB",39,"41",12,2015,0.361290322580645
"385","Stangeskovene Eidskog","Hedmark","SSBB",40,"123",1,2016,-9.11290322580645
"386","Stangeskovene Eidskog","Hedmark","SSBB",40,"123",2,2016,-2.83103448275862
"387","Stangeskovene Eidskog","Hedmark","SSBB",40,"123",3,2016,1.55806451612903
"388","Stangeskovene Eidskog","Hedmark","SSBB",40,"123",4,2016,3.88
"389","Stangeskovene Eidskog","Hedmark","SSBB",40,"123",5,2016,10.5032258064516
"390","Stangeskovene Eidskog","Hedmark","SSBB",40,"123",6,2016,15.0233333333333
"391","Stangeskovene Eidskog","Hedmark","SSBB",40,"123",7,2016,15.5806451612903
"392","Stangeskovene Eidskog","Hedmark","SSBB",40,"123",8,2016,13.8709677419355
"393","Stangeskovene Eidskog","Hedmark","SSBB",40,"123",9,2016,13.53
"394","Stangeskovene Eidskog","Hedmark","SSBB",40,"123",10,2016,4.39032258064516
"395","Stangeskovene Eidskog","Hedmark","SSBB",40,"123",11,2016,-0.32
"396","Stangeskovene Eidskog","Hedmark","SSBB",40,"123",12,2016,-0.896774193548387
"397","Fritsøe2","Telemark","2FRB",42,"55",1,2017,-1.68387096774194
"398","Fritsøe2","Telemark","2FRB",42,"55",2,2017,-2.325
"399","Fritsøe2","Telemark","2FRB",42,"55",3,2017,1.23225806451613
"400","Fritsøe2","Telemark","2FRB",42,"55",4,2017,3.99666666666667
"401","Fritsøe2","Telemark","2FRB",42,"55",5,2017,10.0645161290323
"402","Fritsøe2","Telemark","2FRB",42,"55",6,2017,13.3133333333333
"403","Fritsøe2","Telemark","2FRB",42,"55",7,2017,14.8290322580645
"404","Fritsøe2","Telemark","2FRB",42,"55",8,2017,13.1935483870968
"405","Fritsøe2","Telemark","2FRB",42,"55",9,2017,10.1266666666667
"406","Fritsøe2","Telemark","2FRB",42,"55",10,2017,5.86774193548387
"407","Fritsøe2","Telemark","2FRB",42,"55",11,2017,0.293333333333333
"408","Fritsøe2","Telemark","2FRB",42,"55",12,2017,-2.79354838709677
"409","Kviteseid3","Telemark","3KVB",44,"67",1,2017,-3.36129032258065
"410","Kviteseid3","Telemark","3KVB",44,"67",2,2017,-4.6
"411","Kviteseid3","Telemark","3KVB",44,"67",3,2017,-1.60967741935484
"412","Kviteseid3","Telemark","3KVB",44,"67",4,2017,1.01
"413","Kviteseid3","Telemark","3KVB",44,"67",5,2017,7.54193548387097
"414","Kviteseid3","Telemark","3KVB",44,"67",6,2017,10.3666666666667
"415","Kviteseid3","Telemark","3KVB",44,"67",7,2017,11.6903225806452
"416","Kviteseid3","Telemark","3KVB",44,"67",8,2017,10.7096774193548
"417","Kviteseid3","Telemark","3KVB",44,"67",9,2017,7.93666666666667
"418","Kviteseid3","Telemark","3KVB",44,"67",10,2017,3.97096774193548
"419","Kviteseid3","Telemark","3KVB",44,"67",11,2017,-1.86666666666667
"420","Kviteseid3","Telemark","3KVB",44,"67",12,2017,-3.81290322580645
"421","verdal_1vb","Trøndelag","1VBB",45,"23",1,2015,-1.8741935483871
"422","verdal_1vb","Trøndelag","1VBB",45,"23",2,2015,-0.410714285714286
"423","verdal_1vb","Trøndelag","1VBB",45,"23",3,2015,1.64193548387097
"424","verdal_1vb","Trøndelag","1VBB",45,"23",4,2015,2.69
"425","verdal_1vb","Trøndelag","1VBB",45,"23",5,2015,6.09032258064516
"426","verdal_1vb","Trøndelag","1VBB",45,"23",6,2015,8.40666666666667
"427","verdal_1vb","Trøndelag","1VBB",45,"23",7,2015,12.0354838709677
"428","verdal_1vb","Trøndelag","1VBB",45,"23",8,2015,15.0645161290323
"429","verdal_1vb","Trøndelag","1VBB",45,"23",9,2015,10.5266666666667
"430","verdal_1vb","Trøndelag","1VBB",45,"23",10,2015,5.80645161290323
"431","verdal_1vb","Trøndelag","1VBB",45,"23",11,2015,2.34
"432","verdal_1vb","Trøndelag","1VBB",45,"23",12,2015,0.92258064516129
"433","steinkjer_2BBb","Trøndelag","2BBB",47,"29",1,2011,-2.79032258064516
"434","steinkjer_2BBb","Trøndelag","2BBB",47,"29",2,2011,-5.40357142857143
"435","steinkjer_2BBb","Trøndelag","2BBB",47,"29",3,2011,-1.04193548387097
"436","steinkjer_2BBb","Trøndelag","2BBB",47,"29",4,2011,4.54333333333333
"437","steinkjer_2BBb","Trøndelag","2BBB",47,"29",5,2011,8.18387096774194
"438","steinkjer_2BBb","Trøndelag","2BBB",47,"29",6,2011,13.3366666666667
"439","steinkjer_2BBb","Trøndelag","2BBB",47,"29",7,2011,14.6838709677419
"440","steinkjer_2BBb","Trøndelag","2BBB",47,"29",8,2011,13.8258064516129
"441","steinkjer_2BBb","Trøndelag","2BBB",47,"29",9,2011,10.68
"442","steinkjer_2BBb","Trøndelag","2BBB",47,"29",10,2011,5.40967741935484
"443","steinkjer_2BBb","Trøndelag","2BBB",47,"29",11,2011,3.40666666666667
"444","steinkjer_2BBb","Trøndelag","2BBB",47,"29",12,2011,-1.24516129032258
