"","Site","Year","Month","Avg_Temp_C","LocalityName","Region","LocalityCode"
"9564",11,2002,12,-4.22258064516129,"Nsb_Verdal","Trøndelag","1NSB"
"9565",12,2002,12,-6.82258064516129,"Sl_Tydal","Trøndelag","SEB"
"9566",13,2002,12,-8.56451612903226,"Nes 1","Hedmark","DDB"
"9567",14,2002,12,-8.35483870967742,"Kviteseid2","Telemark","2KVB"
"9568",15,2002,12,-3.97096774193548,"Bratsberg","Trøndelag","BRB"
"9569",16,2002,12,-7.81290322580645,"Kviteseid1","Telemark","1KVB"
"9570",17,2002,12,-5.56129032258065,"Selbu_Sl","Trøndelag","SLB"
"9571",18,2002,12,-8.9,"Maarud 1","Hedmark","M1B"
"9572",19,2002,12,-9.28064516129032,"Nes 2","Hedmark","OLB"
"9573",20,2002,12,-10.2741935483871,"Kongsvinger 2","Hedmark","JCDB"
"9574",21,2002,12,-9.29032258064516,"Notodden5","Telemark","5NOB"
"9575",22,2002,12,-7.78387096774194,"Fritsøe1","Telemark","1FRB"
"9576",23,2002,12,-9.08387096774194,"Notodden4","Telemark","4NOB"
"9577",24,2002,12,-4.80967741935484,"verdal_2VB","Trøndelag","2VBB"
"9578",25,2002,12,-9.14838709677419,"Truls Holm","Hedmark","THB"
"9579",26,2002,12,-5.41612903225806,"Drangedal1","Telemark","1DRB"
"9580",27,2002,12,-7.16774193548387,"Furesdal","Telemark","1FYB"
"9581",28,2002,12,-3.55806451612903,"Sub_Namdalseid","Trøndelag","1SB"
"9582",29,2002,12,-4.2,"Malvik","Trøndelag","MAB"
"9583",30,2002,12,-5.37096774193548,"Drangedal4","Telemark","4DRB"
"9584",31,2002,12,-4.90967741935484,"Nome_Cappelen1","Telemark","1CAB"
"9585",32,2002,12,-3.39032258064516,"ingen","Trøndelag","1RB"
"9586",33,2002,12,-6.12903225806452,"Singsås","Trøndelag","LAB"
"9587",34,2002,12,-8.23225806451613,"Stangeskovene Aurskog","Hedmark","SSAB"
"9588",35,2002,12,-6.25806451612903,"Hi_tydal","Trøndelag","HIB"
"9589",36,2002,12,-8.91935483870968,"Notodden3","Telemark","3NOB"
"9590",37,2002,12,-5.50645161290323,"Drangedal3","Telemark","3DRB"
"9591",38,2002,12,-4.48064516129032,"steinkjer_1BBb","Trøndelag","1BBB"
"9592",39,2002,12,-4.69677419354839,"Selbu_Flub","Trøndelag","FLB"
"9593",40,2002,12,-9.16451612903226,"Stangeskovene Eidskog","Hedmark","SSBB"
"9594",41,2002,12,-9.91290322580645,"Maarud 3","Hedmark","M3B"
"9595",42,2002,12,-6.83225806451613,"Fritsøe2","Telemark","2FRB"
"9596",43,2002,12,-8.24193548387097,"Notodden1","Telemark","1NOB"
"9597",44,2002,12,-8.69354838709677,"Kviteseid3","Telemark","3KVB"
"9598",45,2002,12,-5.06129032258065,"verdal_1vb","Trøndelag","1VBB"
"9599",46,2002,12,-8.04516129032258,"Sørum 1","Hedmark","SKB"
"9600",47,2002,12,-4.44193548387097,"steinkjer_2BBb","Trøndelag","2BBB"
"9601",0,2003,12,-0.625806451612903,"Stig Dæhlen","Hedmark","SDB"
"9602",1,2003,12,-1.24838709677419,"Maarud 2","Hedmark","M2B"
"9603",2,2003,12,0.764516129032258,"Nome_Cappelen2","Telemark","2CAB"
"9604",3,2003,12,-0.961290322580645,"Eidskog","Hedmark","STSKNB"
"9605",4,2003,12,-1.43870967741935,"Notodden6","Telemark","6NOB"
"9606",5,2003,12,-0.0193548387096775,"namdalseid_1kub","Trøndelag","1KB"
"9607",6,2003,12,-0.206451612903226,"Fet 3","Hedmark","FKB"
"9608",7,2003,12,-0.541935483870968,"Didrik Holmsen","Hedmark","DHB"
"9609",8,2003,12,-1.10322580645161,"Halvard Pramhus","Hedmark","HPB"
"9610",9,2003,12,-1.24193548387097,"Selbu_kl","Trøndelag","KLB"
"9611",10,2003,12,-1.64516129032258,"Kongsvinger 1","Hedmark","IAAB"
"9612",11,2003,12,-0.5,"Nsb_Verdal","Trøndelag","1NSB"
"9613",12,2003,12,-2.48064516129032,"Sl_Tydal","Trøndelag","SEB"
"9614",13,2003,12,-0.725806451612903,"Nes 1","Hedmark","DDB"
"9615",14,2003,12,-1.72258064516129,"Kviteseid2","Telemark","2KVB"
"9616",15,2003,12,-0.264516129032258,"Bratsberg","Trøndelag","BRB"
"9617",16,2003,12,-1.67096774193548,"Kviteseid1","Telemark","1KVB"
"9618",17,2003,12,-1.63225806451613,"Selbu_Sl","Trøndelag","SLB"
"9619",18,2003,12,-0.851612903225806,"Maarud 1","Hedmark","M1B"
"9620",19,2003,12,-1.12258064516129,"Nes 2","Hedmark","OLB"
"9621",20,2003,12,-1.66774193548387,"Kongsvinger 2","Hedmark","JCDB"
"9622",21,2003,12,-2.51612903225806,"Notodden5","Telemark","5NOB"
"9623",22,2003,12,-0.461290322580645,"Fritsøe1","Telemark","1FRB"
"9624",23,2003,12,-2.43225806451613,"Notodden4","Telemark","4NOB"
"9625",24,2003,12,-1.03225806451613,"verdal_2VB","Trøndelag","2VBB"
"9626",25,2003,12,-1.05161290322581,"Truls Holm","Hedmark","THB"
"9627",26,2003,12,0.661290322580645,"Drangedal1","Telemark","1DRB"
"9628",27,2003,12,-1.41612903225806,"Furesdal","Telemark","1FYB"
"9629",28,2003,12,-0.593548387096774,"Sub_Namdalseid","Trøndelag","1SB"
"9630",29,2003,12,-0.545161290322581,"Malvik","Trøndelag","MAB"
"9631",30,2003,12,0.735483870967742,"Drangedal4","Telemark","4DRB"
"9632",31,2003,12,1.25483870967742,"Nome_Cappelen1","Telemark","1CAB"
"9633",32,2003,12,-0.345161290322581,"ingen","Trøndelag","1RB"
"9634",33,2003,12,-1.88387096774194,"Singsås","Trøndelag","LAB"
"9635",34,2003,12,-0.554838709677419,"Stangeskovene Aurskog","Hedmark","SSAB"
"9636",35,2003,12,-2.00645161290323,"Hi_tydal","Trøndelag","HIB"
"9637",36,2003,12,-2.28064516129032,"Notodden3","Telemark","3NOB"
"9638",37,2003,12,0.596774193548387,"Drangedal3","Telemark","3DRB"
"9639",38,2003,12,-1.34193548387097,"steinkjer_1BBb","Trøndelag","1BBB"
"9640",39,2003,12,-0.835483870967742,"Selbu_Flub","Trøndelag","FLB"
"9641",40,2003,12,-0.835483870967742,"Stangeskovene Eidskog","Hedmark","SSBB"
"9642",41,2003,12,-1.50967741935484,"Maarud 3","Hedmark","M3B"
"9643",42,2003,12,0.261290322580645,"Fritsøe2","Telemark","2FRB"
"9644",43,2003,12,-1.52258064516129,"Notodden1","Telemark","1NOB"
"9645",44,2003,12,-2.1258064516129,"Kviteseid3","Telemark","3KVB"
"9646",45,2003,12,-1.20967741935484,"verdal_1vb","Trøndelag","1VBB"
"9647",46,2003,12,-0.480645161290323,"Sørum 1","Hedmark","SKB"
"9648",47,2003,12,-1.31290322580645,"steinkjer_2BBb","Trøndelag","2BBB"
"9649",0,2004,12,-1.11612903225806,"Stig Dæhlen","Hedmark","SDB"
"9650",1,2004,12,-1.93225806451613,"Maarud 2","Hedmark","M2B"
"9651",2,2004,12,-0.125806451612903,"Nome_Cappelen2","Telemark","2CAB"
"9652",3,2004,12,-1.6,"Eidskog","Hedmark","STSKNB"
"9653",4,2004,12,-2.29032258064516,"Notodden6","Telemark","6NOB"
"9654",5,2004,12,0.783870967741935,"namdalseid_1kub","Trøndelag","1KB"
"9655",6,2004,12,-0.535483870967742,"Fet 3","Hedmark","FKB"
"9656",7,2004,12,-1.00967741935484,"Didrik Holmsen","Hedmark","DHB"
"9657",8,2004,12,-1.88064516129032,"Halvard Pramhus","Hedmark","HPB"
"9658",9,2004,12,-0.741935483870968,"Selbu_kl","Trøndelag","KLB"
"9659",10,2004,12,-2.37096774193548,"Kongsvinger 1","Hedmark","IAAB"
"9660",11,2004,12,0.109677419354839,"Nsb_Verdal","Trøndelag","1NSB"
"9661",12,2004,12,-2.21935483870968,"Sl_Tydal","Trøndelag","SEB"
"9662",13,2004,12,-1.26129032258065,"Nes 1","Hedmark","DDB"
"9663",14,2004,12,-2.03870967741935,"Kviteseid2","Telemark","2KVB"
"9664",15,2004,12,0.387096774193548,"Bratsberg","Trøndelag","BRB"
"9665",16,2004,12,-1.58709677419355,"Kviteseid1","Telemark","1KVB"
"9666",17,2004,12,-1.10322580645161,"Selbu_Sl","Trøndelag","SLB"
"9667",18,2004,12,-1.43225806451613,"Maarud 1","Hedmark","M1B"
"9668",19,2004,12,-1.75161290322581,"Nes 2","Hedmark","OLB"
"9669",20,2004,12,-2.40967741935484,"Kongsvinger 2","Hedmark","JCDB"
"9670",21,2004,12,-2.51935483870968,"Notodden5","Telemark","5NOB"
"9671",22,2004,12,-0.919354838709677,"Fritsøe1","Telemark","1FRB"
"9672",23,2004,12,-2.69354838709677,"Notodden4","Telemark","4NOB"
"9673",24,2004,12,-0.493548387096774,"verdal_2VB","Trøndelag","2VBB"
"9674",25,2004,12,-1.66451612903226,"Truls Holm","Hedmark","THB"
"9675",26,2004,12,0.209677419354839,"Drangedal1","Telemark","1DRB"
"9676",27,2004,12,-1.25806451612903,"Furesdal","Telemark","1FYB"
"9677",28,2004,12,0.0935483870967742,"Sub_Namdalseid","Trøndelag","1SB"
"9678",29,2004,12,0.0129032258064516,"Malvik","Trøndelag","MAB"
"9679",30,2004,12,0.0129032258064515,"Drangedal4","Telemark","4DRB"
"9680",31,2004,12,0.735483870967742,"Nome_Cappelen1","Telemark","1CAB"
"9681",32,2004,12,0.5,"ingen","Trøndelag","1RB"
"9682",33,2004,12,-1.37096774193548,"Singsås","Trøndelag","LAB"
"9683",34,2004,12,-1,"Stangeskovene Aurskog","Hedmark","SSAB"
"9684",35,2004,12,-1.66451612903226,"Hi_tydal","Trøndelag","HIB"
"9685",36,2004,12,-2.51935483870968,"Notodden3","Telemark","3NOB"
"9686",37,2004,12,-0.0935483870967741,"Drangedal3","Telemark","3DRB"
"9687",38,2004,12,-0.441935483870968,"steinkjer_1BBb","Trøndelag","1BBB"
"9688",39,2004,12,-0.345161290322581,"Selbu_Flub","Trøndelag","FLB"
"9689",40,2004,12,-1.48387096774194,"Stangeskovene Eidskog","Hedmark","SSBB"
"9690",41,2004,12,-2.18064516129032,"Maarud 3","Hedmark","M3B"
"9691",42,2004,12,-0.512903225806452,"Fritsøe2","Telemark","2FRB"
"9692",43,2004,12,-2.1741935483871,"Notodden1","Telemark","1NOB"
"9693",44,2004,12,-2.30322580645161,"Kviteseid3","Telemark","3KVB"
"9694",45,2004,12,-0.664516129032258,"verdal_1vb","Trøndelag","1VBB"
"9695",46,2004,12,-0.903225806451613,"Sørum 1","Hedmark","SKB"
"9696",47,2004,12,-0.438709677419355,"steinkjer_2BBb","Trøndelag","2BBB"
"9697",0,2005,12,-2.88387096774194,"Stig Dæhlen","Hedmark","SDB"
"9698",1,2005,12,-3.73225806451613,"Maarud 2","Hedmark","M2B"
"9699",2,2005,12,-1.26129032258065,"Nome_Cappelen2","Telemark","2CAB"
"9700",3,2005,12,-3.37741935483871,"Eidskog","Hedmark","STSKNB"
"9701",4,2005,12,-3.24516129032258,"Notodden6","Telemark","6NOB"
"9702",5,2005,12,-2.41935483870968,"namdalseid_1kub","Trøndelag","1KB"
"9703",6,2005,12,-2.36129032258065,"Fet 3","Hedmark","FKB"
"9704",7,2005,12,-2.72258064516129,"Didrik Holmsen","Hedmark","DHB"
"9705",8,2005,12,-3.81290322580645,"Halvard Pramhus","Hedmark","HPB"
"9706",9,2005,12,-3.06774193548387,"Selbu_kl","Trøndelag","KLB"
"9707",10,2005,12,-4.29032258064516,"Kongsvinger 1","Hedmark","IAAB"
"9708",11,2005,12,-3.04838709677419,"Nsb_Verdal","Trøndelag","1NSB"
"9709",12,2005,12,-4.72258064516129,"Sl_Tydal","Trøndelag","SEB"
"9710",13,2005,12,-3.01290322580645,"Nes 1","Hedmark","DDB"
"9711",14,2005,12,-3.66774193548387,"Kviteseid2","Telemark","2KVB"
"9712",15,2005,12,-1.61935483870968,"Bratsberg","Trøndelag","BRB"
"9713",16,2005,12,-3.03870967741935,"Kviteseid1","Telemark","1KVB"
"9714",17,2005,12,-3.44193548387097,"Selbu_Sl","Trøndelag","SLB"
"9715",18,2005,12,-3.2258064516129,"Maarud 1","Hedmark","M1B"
"9716",19,2005,12,-3.50645161290323,"Nes 2","Hedmark","OLB"
"9717",20,2005,12,-4.36129032258065,"Kongsvinger 2","Hedmark","JCDB"
"9718",21,2005,12,-3.98387096774194,"Notodden5","Telemark","5NOB"
"9719",22,2005,12,-2.92258064516129,"Fritsøe1","Telemark","1FRB"
"9720",23,2005,12,-3.93548387096774,"Notodden4","Telemark","4NOB"
"9721",24,2005,12,-3.67741935483871,"verdal_2VB","Trøndelag","2VBB"
"9722",25,2005,12,-3.51612903225806,"Truls Holm","Hedmark","THB"
"9723",26,2005,12,-1.25483870967742,"Drangedal1","Telemark","1DRB"
"9724",27,2005,12,-2.57741935483871,"Furesdal","Telemark","1FYB"
"9725",28,2005,12,-3.34838709677419,"Sub_Namdalseid","Trøndelag","1SB"
"9726",29,2005,12,-2.18387096774194,"Malvik","Trøndelag","MAB"
"9727",30,2005,12,-1.53548387096774,"Drangedal4","Telemark","4DRB"
"9728",31,2005,12,-0.8,"Nome_Cappelen1","Telemark","1CAB"
"9729",32,2005,12,-2.83870967741935,"ingen","Trøndelag","1RB"
"9730",33,2005,12,-3.61612903225806,"Singsås","Trøndelag","LAB"
"9731",34,2005,12,-2.69677419354839,"Stangeskovene Aurskog","Hedmark","SSAB"
"9732",35,2005,12,-4.14838709677419,"Hi_tydal","Trøndelag","HIB"
"9733",36,2005,12,-3.82258064516129,"Notodden3","Telemark","3NOB"
"9734",37,2005,12,-1.61935483870968,"Drangedal3","Telemark","3DRB"
"9735",38,2005,12,-4.10645161290323,"steinkjer_1BBb","Trøndelag","1BBB"
"9736",39,2005,12,-2.65161290322581,"Selbu_Flub","Trøndelag","FLB"
"9737",40,2005,12,-3.30322580645161,"Stangeskovene Eidskog","Hedmark","SSBB"
"9738",41,2005,12,-4.0741935483871,"Maarud 3","Hedmark","M3B"
"9739",42,2005,12,-2.24838709677419,"Fritsøe2","Telemark","2FRB"
"9740",43,2005,12,-3.43225806451613,"Notodden1","Telemark","1NOB"
"9741",44,2005,12,-3.85806451612903,"Kviteseid3","Telemark","3KVB"
"9742",45,2005,12,-3.88709677419355,"verdal_1vb","Trøndelag","1VBB"
"9743",46,2005,12,-2.6258064516129,"Sørum 1","Hedmark","SKB"
"9744",47,2005,12,-4.09354838709677,"steinkjer_2BBb","Trøndelag","2BBB"
"9745",0,2006,12,1.96451612903226,"Stig Dæhlen","Hedmark","SDB"
"9746",1,2006,12,1.48709677419355,"Maarud 2","Hedmark","M2B"
"9747",2,2006,12,2.8,"Nome_Cappelen2","Telemark","2CAB"
"9748",3,2006,12,1.67096774193548,"Eidskog","Hedmark","STSKNB"
"9749",4,2006,12,1.38064516129032,"Notodden6","Telemark","6NOB"
"9750",5,2006,12,3.36774193548387,"namdalseid_1kub","Trøndelag","1KB"
"9751",6,2006,12,2.3258064516129,"Fet 3","Hedmark","FKB"
"9752",7,2006,12,2.25806451612903,"Didrik Holmsen","Hedmark","DHB"
"9753",8,2006,12,1.33548387096774,"Halvard Pramhus","Hedmark","HPB"
"9754",9,2006,12,2.9741935483871,"Selbu_kl","Trøndelag","KLB"
"9755",10,2006,12,1.08387096774194,"Kongsvinger 1","Hedmark","IAAB"
"9756",11,2006,12,3.29032258064516,"Nsb_Verdal","Trøndelag","1NSB"
"9757",12,2006,12,1.87741935483871,"Sl_Tydal","Trøndelag","SEB"
"9758",13,2006,12,1.73870967741935,"Nes 1","Hedmark","DDB"
"9759",14,2006,12,0.506451612903226,"Kviteseid2","Telemark","2KVB"
"9760",15,2006,12,3.69032258064516,"Bratsberg","Trøndelag","BRB"
"9761",16,2006,12,0.909677419354839,"Kviteseid1","Telemark","1KVB"
"9762",17,2006,12,2.67741935483871,"Selbu_Sl","Trøndelag","SLB"
"9763",18,2006,12,1.50322580645161,"Maarud 1","Hedmark","M1B"
"9764",19,2006,12,1.63548387096774,"Nes 2","Hedmark","OLB"
"9765",20,2006,12,1.05806451612903,"Kongsvinger 2","Hedmark","JCDB"
"9766",21,2006,12,0.82258064516129,"Notodden5","Telemark","5NOB"
"9767",22,2006,12,1.9741935483871,"Fritsøe1","Telemark","1FRB"
"9768",23,2006,12,1.06451612903226,"Notodden4","Telemark","4NOB"
"9769",24,2006,12,2.83225806451613,"verdal_2VB","Trøndelag","2VBB"
"9770",25,2006,12,1.91612903225806,"Truls Holm","Hedmark","THB"
"9771",26,2006,12,3.05806451612903,"Drangedal1","Telemark","1DRB"
"9772",27,2006,12,1.29354838709677,"Furesdal","Telemark","1FYB"
"9773",28,2006,12,2.70645161290323,"Sub_Namdalseid","Trøndelag","1SB"
"9774",29,2006,12,3.41935483870968,"Malvik","Trøndelag","MAB"
"9775",30,2006,12,2.64838709677419,"Drangedal4","Telemark","4DRB"
"9776",31,2006,12,3.38709677419355,"Nome_Cappelen1","Telemark","1CAB"
"9777",32,2006,12,3.10322580645161,"ingen","Trøndelag","1RB"
"9778",33,2006,12,2.66774193548387,"Singsås","Trøndelag","LAB"
"9779",34,2006,12,2.30967741935484,"Stangeskovene Aurskog","Hedmark","SSAB"
"9780",35,2006,12,2.31935483870968,"Hi_tydal","Trøndelag","HIB"
"9781",36,2006,12,1.05161290322581,"Notodden3","Telemark","3NOB"
"9782",37,2006,12,2.56774193548387,"Drangedal3","Telemark","3DRB"
"9783",38,2006,12,2.3258064516129,"steinkjer_1BBb","Trøndelag","1BBB"
"9784",39,2006,12,3.25483870967742,"Selbu_Flub","Trøndelag","FLB"
"9785",40,2006,12,1.79032258064516,"Stangeskovene Eidskog","Hedmark","SSBB"
"9786",41,2006,12,1.28387096774194,"Maarud 3","Hedmark","M3B"
"9787",42,2006,12,2.63225806451613,"Fritsøe2","Telemark","2FRB"
"9788",43,2006,12,1.4,"Notodden1","Telemark","1NOB"
"9789",44,2006,12,0.241935483870968,"Kviteseid3","Telemark","3KVB"
"9790",45,2006,12,2.69677419354839,"verdal_1vb","Trøndelag","1VBB"
"9791",46,2006,12,2.15161290322581,"Sørum 1","Hedmark","SKB"
"9792",47,2006,12,2.32903225806452,"steinkjer_2BBb","Trøndelag","2BBB"
"9793",0,2007,12,-2.41935483870968,"Stig Dæhlen","Hedmark","SDB"
"9794",1,2007,12,-3.36774193548387,"Maarud 2","Hedmark","M2B"
"9795",2,2007,12,-2.66451612903226,"Nome_Cappelen2","Telemark","2CAB"
"9796",3,2007,12,-2.91935483870968,"Eidskog","Hedmark","STSKNB"
"9797",4,2007,12,-5.45483870967742,"Notodden6","Telemark","6NOB"
"9798",5,2007,12,0.316129032258065,"namdalseid_1kub","Trøndelag","1KB"
"9799",6,2007,12,-1.83548387096774,"Fet 3","Hedmark","FKB"
"9800",7,2007,12,-2.25806451612903,"Didrik Holmsen","Hedmark","DHB"
"9801",8,2007,12,-3,"Halvard Pramhus","Hedmark","HPB"
"9802",9,2007,12,-2.13225806451613,"Selbu_kl","Trøndelag","KLB"
"9803",10,2007,12,-3.81612903225806,"Kongsvinger 1","Hedmark","IAAB"
"9804",11,2007,12,-0.309677419354839,"Nsb_Verdal","Trøndelag","1NSB"
"9805",12,2007,12,-3.54838709677419,"Sl_Tydal","Trøndelag","SEB"
"9806",13,2007,12,-2.75806451612903,"Nes 1","Hedmark","DDB"
"9807",14,2007,12,-5.67741935483871,"Kviteseid2","Telemark","2KVB"
"9808",15,2007,12,-1.07741935483871,"Bratsberg","Trøndelag","BRB"
"9809",16,2007,12,-5.15806451612903,"Kviteseid1","Telemark","1KVB"
"9810",17,2007,12,-2.59677419354839,"Selbu_Sl","Trøndelag","SLB"
"9811",18,2007,12,-2.99032258064516,"Maarud 1","Hedmark","M1B"
"9812",19,2007,12,-3.23225806451613,"Nes 2","Hedmark","OLB"
"9813",20,2007,12,-3.86129032258065,"Kongsvinger 2","Hedmark","JCDB"
"9814",21,2007,12,-6.48387096774194,"Notodden5","Telemark","5NOB"
"9815",22,2007,12,-4.77096774193548,"Fritsøe1","Telemark","1FRB"
"9816",23,2007,12,-6.4,"Notodden4","Telemark","4NOB"
"9817",24,2007,12,-0.825806451612903,"verdal_2VB","Trøndelag","2VBB"
"9818",25,2007,12,-2.67096774193548,"Truls Holm","Hedmark","THB"
"9819",26,2007,12,-2.78709677419355,"Drangedal1","Telemark","1DRB"
"9820",27,2007,12,-4.62258064516129,"Furesdal","Telemark","1FYB"
"9821",28,2007,12,-0.448387096774194,"Sub_Namdalseid","Trøndelag","1SB"
"9822",29,2007,12,-1.23225806451613,"Malvik","Trøndelag","MAB"
"9823",30,2007,12,-2.88064516129032,"Drangedal4","Telemark","4DRB"
"9824",31,2007,12,-1.96129032258065,"Nome_Cappelen1","Telemark","1CAB"
"9825",32,2007,12,-0.0161290322580645,"ingen","Trøndelag","1RB"
"9826",33,2007,12,-3.28709677419355,"Singsås","Trøndelag","LAB"
"9827",34,2007,12,-2.31935483870968,"Stangeskovene Aurskog","Hedmark","SSAB"
"9828",35,2007,12,-2.96774193548387,"Hi_tydal","Trøndelag","HIB"
"9829",36,2007,12,-6.28387096774194,"Notodden3","Telemark","3NOB"
"9830",37,2007,12,-3.04193548387097,"Drangedal3","Telemark","3DRB"
"9831",38,2007,12,-1.03225806451613,"steinkjer_1BBb","Trøndelag","1BBB"
"9832",39,2007,12,-1.66129032258065,"Selbu_Flub","Trøndelag","FLB"
"9833",40,2007,12,-2.52258064516129,"Stangeskovene Eidskog","Hedmark","SSBB"
"9834",41,2007,12,-3.63548387096774,"Maarud 3","Hedmark","M3B"
"9835",42,2007,12,-3.59677419354839,"Fritsøe2","Telemark","2FRB"
"9836",43,2007,12,-5.63870967741935,"Notodden1","Telemark","1NOB"
"9837",44,2007,12,-5.81612903225806,"Kviteseid3","Telemark","3KVB"
"9838",45,2007,12,-0.983870967741935,"verdal_1vb","Trøndelag","1VBB"
"9839",46,2007,12,-2.32258064516129,"Sørum 1","Hedmark","SKB"
"9840",47,2007,12,-1.00967741935484,"steinkjer_2BBb","Trøndelag","2BBB"
"9841",0,2008,12,-2.43870967741935,"Stig Dæhlen","Hedmark","SDB"
"9842",1,2008,12,-3.28709677419355,"Maarud 2","Hedmark","M2B"
"9843",2,2008,12,-2.1,"Nome_Cappelen2","Telemark","2CAB"
"9844",3,2008,12,-2.89032258064516,"Eidskog","Hedmark","STSKNB"
"9845",4,2008,12,-4.47741935483871,"Notodden6","Telemark","6NOB"
"9846",5,2008,12,-1.51612903225806,"namdalseid_1kub","Trøndelag","1KB"
"9847",6,2008,12,-1.9741935483871,"Fet 3","Hedmark","FKB"
"9848",7,2008,12,-2.35483870967742,"Didrik Holmsen","Hedmark","DHB"
"9849",8,2008,12,-2.96451612903226,"Halvard Pramhus","Hedmark","HPB"
"9850",9,2008,12,-4.14516129032258,"Selbu_kl","Trøndelag","KLB"
"9851",10,2008,12,-3.73548387096774,"Kongsvinger 1","Hedmark","IAAB"
"9852",11,2008,12,-2.21612903225806,"Nsb_Verdal","Trøndelag","1NSB"
"9853",12,2008,12,-5.73870967741936,"Sl_Tydal","Trøndelag","SEB"
"9854",13,2008,12,-2.64516129032258,"Nes 1","Hedmark","DDB"
"9855",14,2008,12,-6.16451612903226,"Kviteseid2","Telemark","2KVB"
"9856",15,2008,12,-2.48064516129032,"Bratsberg","Trøndelag","BRB"
"9857",16,2008,12,-5.29677419354839,"Kviteseid1","Telemark","1KVB"
"9858",17,2008,12,-4.61290322580645,"Selbu_Sl","Trøndelag","SLB"
"9859",18,2008,12,-2.84193548387097,"Maarud 1","Hedmark","M1B"
"9860",19,2008,12,-3.14516129032258,"Nes 2","Hedmark","OLB"
"9861",20,2008,12,-3.80645161290323,"Kongsvinger 2","Hedmark","JCDB"
"9862",21,2008,12,-5.9,"Notodden5","Telemark","5NOB"
"9863",22,2008,12,-4.47096774193548,"Fritsøe1","Telemark","1FRB"
"9864",23,2008,12,-5.45483870967742,"Notodden4","Telemark","4NOB"
"9865",24,2008,12,-2.93548387096774,"verdal_2VB","Trøndelag","2VBB"
"9866",25,2008,12,-2.79677419354839,"Truls Holm","Hedmark","THB"
"9867",26,2008,12,-2.35161290322581,"Drangedal1","Telemark","1DRB"
"9868",27,2008,12,-4.58387096774194,"Furesdal","Telemark","1FYB"
"9869",28,2008,12,-2.3,"Sub_Namdalseid","Trøndelag","1SB"
"9870",29,2008,12,-2.9741935483871,"Malvik","Trøndelag","MAB"
"9871",30,2008,12,-2.80967741935484,"Drangedal4","Telemark","4DRB"
"9872",31,2008,12,-1.64193548387097,"Nome_Cappelen1","Telemark","1CAB"
"9873",32,2008,12,-1.81290322580645,"ingen","Trøndelag","1RB"
"9874",33,2008,12,-5.2,"Singsås","Trøndelag","LAB"
"9875",34,2008,12,-2.42903225806452,"Stangeskovene Aurskog","Hedmark","SSAB"
"9876",35,2008,12,-5.12903225806452,"Hi_tydal","Trøndelag","HIB"
"9877",36,2008,12,-5.44193548387097,"Notodden3","Telemark","3NOB"
"9878",37,2008,12,-2.90322580645161,"Drangedal3","Telemark","3DRB"
"9879",38,2008,12,-2.75806451612903,"steinkjer_1BBb","Trøndelag","1BBB"
"9880",39,2008,12,-3.56451612903226,"Selbu_Flub","Trøndelag","FLB"
"9881",40,2008,12,-2.58709677419355,"Stangeskovene Eidskog","Hedmark","SSBB"
"9882",41,2008,12,-3.58064516129032,"Maarud 3","Hedmark","M3B"
"9883",42,2008,12,-3.14838709677419,"Fritsøe2","Telemark","2FRB"
"9884",43,2008,12,-4.75806451612903,"Notodden1","Telemark","1NOB"
"9885",44,2008,12,-6.3741935483871,"Kviteseid3","Telemark","3KVB"
"9886",45,2008,12,-3.14193548387097,"verdal_1vb","Trøndelag","1VBB"
"9887",46,2008,12,-2.3258064516129,"Sørum 1","Hedmark","SKB"
"9888",47,2008,12,-2.76774193548387,"steinkjer_2BBb","Trøndelag","2BBB"
"9889",0,2009,12,-5.70322580645161,"Stig Dæhlen","Hedmark","SDB"
"9890",1,2009,12,-6.49677419354839,"Maarud 2","Hedmark","M2B"
"9891",2,2009,12,-4.29677419354839,"Nome_Cappelen2","Telemark","2CAB"
"9892",3,2009,12,-6.15806451612903,"Eidskog","Hedmark","STSKNB"
"9893",4,2009,12,-7.04516129032258,"Notodden6","Telemark","6NOB"
"9894",5,2009,12,-3.48709677419355,"namdalseid_1kub","Trøndelag","1KB"
"9895",6,2009,12,-5.2,"Fet 3","Hedmark","FKB"
"9896",7,2009,12,-5.63870967741935,"Didrik Holmsen","Hedmark","DHB"
"9897",8,2009,12,-6.38387096774194,"Halvard Pramhus","Hedmark","HPB"
"9898",9,2009,12,-5.22258064516129,"Selbu_kl","Trøndelag","KLB"
"9899",10,2009,12,-6.95806451612903,"Kongsvinger 1","Hedmark","IAAB"
"9900",11,2009,12,-4.05483870967742,"Nsb_Verdal","Trøndelag","1NSB"
"9901",12,2009,12,-7.07096774193548,"Sl_Tydal","Trøndelag","SEB"
"9902",13,2009,12,-5.78709677419355,"Nes 1","Hedmark","DDB"
"9903",14,2009,12,-8.24516129032258,"Kviteseid2","Telemark","2KVB"
"9904",15,2009,12,-3.50967741935484,"Bratsberg","Trøndelag","BRB"
"9905",16,2009,12,-6.97096774193548,"Kviteseid1","Telemark","1KVB"
"9906",17,2009,12,-5.65161290322581,"Selbu_Sl","Trøndelag","SLB"
"9907",18,2009,12,-5.93548387096774,"Maarud 1","Hedmark","M1B"
"9908",19,2009,12,-6.32903225806452,"Nes 2","Hedmark","OLB"
"9909",20,2009,12,-7.07096774193548,"Kongsvinger 2","Hedmark","JCDB"
"9910",21,2009,12,-8.44838709677419,"Notodden5","Telemark","5NOB"
