ExperimentGisID,FieldSheetID,Region,LocalityName,LocalityCode,Treatment,_Date,Plot,Taxa,CervidaeFunction,Height_cm,Height_class_50cm,Diameter_at_base_mm,Diameter_at_150cm_mm,Quantity
126,4094,Hedmark,Kongsvinger 2,JCDUB,UB,5/16/19,SW,Picea abies (Gran),Bad tree,,5,,,1
126,4094,Hedmark,Kongsvinger 2,JCDUB,UB,5/16/19,SW,Picea abies (Gran),Bad tree,,2,,,1
126,4094,Hedmark,Kongsvinger 2,JCDUB,UB,5/16/19,SW,Picea abies (Gran),Bad tree,,1,,,1
126,4094,Hedmark,Kongsvinger 2,JCDUB,UB,5/16/19,SW,Sorbus aucuparia (Rogn),ROS,,5,,,4
126,4094,Hedmark,Kongsvinger 2,JCDUB,UB,5/16/19,SW,Sorbus aucuparia (Rogn),ROS,,6,,,1
126,4094,Hedmark,Kongsvinger 2,JCDUB,UB,5/16/19,SW,Sorbus aucuparia (Rogn),ROS,,1,,,1
126,4094,Hedmark,Kongsvinger 2,JCDUB,UB,5/16/19,SW,Sorbus aucuparia (Rogn),ROS,,2,,,1
126,4094,Hedmark,Kongsvinger 2,JCDUB,UB,5/16/19,SW,Sorbus aucuparia (Rogn),ROS,,7,,,4
129,4143,Hedmark,Maarud 1,M1B,B,5/13/19,NE,Betula pubescens (Bjørk),Resten,,3,,,7
129,4143,Hedmark,Maarud 1,M1B,B,5/13/19,NE,Betula pubescens (Bjørk),Resten,,4,,,6
129,4143,Hedmark,Maarud 1,M1B,B,5/13/19,NE,Betula pubescens (Bjørk),Resten,,6,,,4
129,4143,Hedmark,Maarud 1,M1B,B,5/13/19,NE,Betula pubescens (Bjørk),Resten,,2,,,8
129,4143,Hedmark,Maarud 1,M1B,B,5/13/19,NE,Betula pubescens (Bjørk),Resten,,1,,,1
129,4143,Hedmark,Maarud 1,M1B,B,5/13/19,NE,Picea abies (Gran),Bad tree,,1,,,1
129,4143,Hedmark,Maarud 1,M1B,B,5/13/19,NE,Pinus sylvestris (Furu),Resten,,4,,,2
129,4143,Hedmark,Maarud 1,M1B,B,5/13/19,NE,Pinus sylvestris (Furu),Resten,,5,,,2
129,4143,Hedmark,Maarud 1,M1B,B,5/13/19,NE,Pinus sylvestris (Furu),Resten,,2,,,1
129,4143,Hedmark,Maarud 1,M1B,B,5/13/19,NE,Salix caprea (Selje),ROS,,2,,,1
129,4144,Hedmark,Maarud 1,M1B,B,5/13/19,NW,Betula pubescens (Bjørk),Resten,,7,,,2
129,4144,Hedmark,Maarud 1,M1B,B,5/13/19,NW,Betula pubescens (Bjørk),Resten,,4,,,29
129,4144,Hedmark,Maarud 1,M1B,B,5/13/19,NW,Betula pubescens (Bjørk),Resten,,3,,,36
129,4144,Hedmark,Maarud 1,M1B,B,5/13/19,NW,Betula pubescens (Bjørk),Resten,,6,,,5
129,4144,Hedmark,Maarud 1,M1B,B,5/13/19,NW,Betula pubescens (Bjørk),Resten,,2,,,21
129,4144,Hedmark,Maarud 1,M1B,B,5/13/19,NW,Betula pubescens (Bjørk),Resten,,1,,,9
129,4144,Hedmark,Maarud 1,M1B,B,5/13/19,NW,Betula pubescens (Bjørk),Resten,,5,,,17
129,4144,Hedmark,Maarud 1,M1B,B,5/13/19,NW,Picea abies (Gran),Bad tree,,1,,,10
129,4144,Hedmark,Maarud 1,M1B,B,5/13/19,NW,Picea abies (Gran),Bad tree,,3,,,2
129,4144,Hedmark,Maarud 1,M1B,B,5/13/19,NW,Picea abies (Gran),Bad tree,,7,,,1
125,4088,Hedmark,Kongsvinger 2,JCDB,B,5/16/19,NW,Picea abies (Gran),Bad tree,,5,,,1
125,4088,Hedmark,Kongsvinger 2,JCDB,B,5/16/19,NW,Populus tremula (Osp),ROS,,1,,,4
125,4088,Hedmark,Kongsvinger 2,JCDB,B,5/16/19,NW,Populus tremula (Osp),ROS,,2,,,1
125,4088,Hedmark,Kongsvinger 2,JCDB,B,5/16/19,NW,Sorbus aucuparia (Rogn),ROS,,2,,,1
125,4088,Hedmark,Kongsvinger 2,JCDB,B,5/16/19,NW,Sorbus aucuparia (Rogn),ROS,,1,,,4
125,4090,Hedmark,Kongsvinger 2,JCDB,B,5/16/19,SW,Betula pubescens (Bjørk),Resten,,3,,,2
125,4090,Hedmark,Kongsvinger 2,JCDB,B,5/16/19,SW,Betula pubescens (Bjørk),Resten,,2,,,4
125,4090,Hedmark,Kongsvinger 2,JCDB,B,5/16/19,SW,Picea abies (Gran),Bad tree,,6,,,1
126,4091,Hedmark,Kongsvinger 2,JCDUB,UB,5/16/19,NE,Betula pubescens (Bjørk),Resten,,2,,,9
126,4091,Hedmark,Kongsvinger 2,JCDUB,UB,5/16/19,NE,Betula pubescens (Bjørk),Resten,,6,,,1
126,4091,Hedmark,Kongsvinger 2,JCDUB,UB,5/16/19,NE,Betula pubescens (Bjørk),Resten,,7,,,1
126,4091,Hedmark,Kongsvinger 2,JCDUB,UB,5/16/19,NE,Betula pubescens (Bjørk),Resten,,1,,,7
126,4091,Hedmark,Kongsvinger 2,JCDUB,UB,5/16/19,NE,Betula pubescens (Bjørk),Resten,,5,,,2
126,4091,Hedmark,Kongsvinger 2,JCDUB,UB,5/16/19,NE,Betula pubescens (Bjørk),Resten,,4,,,2
126,4091,Hedmark,Kongsvinger 2,JCDUB,UB,5/16/19,NE,Betula pubescens (Bjørk),Resten,,3,,,5
126,4091,Hedmark,Kongsvinger 2,JCDUB,UB,5/16/19,NE,Juniperus communis (Einer),Bad tree,,2,,,1
126,4091,Hedmark,Kongsvinger 2,JCDUB,UB,5/16/19,NE,Picea abies (Gran),Bad tree,,3,,,5
126,4091,Hedmark,Kongsvinger 2,JCDUB,UB,5/16/19,NE,Picea abies (Gran),Bad tree,,7,,,2
126,4091,Hedmark,Kongsvinger 2,JCDUB,UB,5/16/19,NE,Picea abies (Gran),Bad tree,,4,,,2
126,4091,Hedmark,Kongsvinger 2,JCDUB,UB,5/16/19,NE,Sorbus aucuparia (Rogn),ROS,,4,,,1
126,4091,Hedmark,Kongsvinger 2,JCDUB,UB,5/16/19,NE,Sorbus aucuparia (Rogn),ROS,,2,,,1
113,4135,Hedmark,Didrik Holmsen,DHB,B,5/8/19,NE,Betula pubescens (Bjørk),Resten,,4,,,2
113,4135,Hedmark,Didrik Holmsen,DHB,B,5/8/19,NE,Betula pubescens (Bjørk),Resten,,5,,,1
113,4135,Hedmark,Didrik Holmsen,DHB,B,5/8/19,NE,Betula pubescens (Bjørk),Resten,,3,,,8
113,4135,Hedmark,Didrik Holmsen,DHB,B,5/8/19,NE,Betula pubescens (Bjørk),Resten,,1,,,3
113,4135,Hedmark,Didrik Holmsen,DHB,B,5/8/19,NE,Betula pubescens (Bjørk),Resten,,2,,,9
113,4135,Hedmark,Didrik Holmsen,DHB,B,5/8/19,NE,Pinus sylvestris (Furu),Resten,,1,,,3
113,4135,Hedmark,Didrik Holmsen,DHB,B,5/8/19,NE,Pinus sylvestris (Furu),Resten,,3,,,1
113,4135,Hedmark,Didrik Holmsen,DHB,B,5/8/19,NE,Sorbus aucuparia (Rogn),ROS,,1,,,1
113,4136,Hedmark,Didrik Holmsen,DHB,B,5/8/19,NW,Betula pubescens (Bjørk),Resten,,1,,,12
113,4136,Hedmark,Didrik Holmsen,DHB,B,5/8/19,NW,Betula pubescens (Bjørk),Resten,,4,,,5
113,4136,Hedmark,Didrik Holmsen,DHB,B,5/8/19,NW,Betula pubescens (Bjørk),Resten,,2,,,19
113,4136,Hedmark,Didrik Holmsen,DHB,B,5/8/19,NW,Betula pubescens (Bjørk),Resten,,3,,,15
113,4136,Hedmark,Didrik Holmsen,DHB,B,5/8/19,NW,Picea abies (Gran),Bad tree,,7,,,1
113,4136,Hedmark,Didrik Holmsen,DHB,B,5/8/19,NW,Picea abies (Gran),Bad tree,,2,,,1
113,4136,Hedmark,Didrik Holmsen,DHB,B,5/8/19,NW,Picea abies (Gran),Bad tree,,6,,,1
113,4136,Hedmark,Didrik Holmsen,DHB,B,5/8/19,NW,Pinus sylvestris (Furu),Resten,,2,,,1
113,4136,Hedmark,Didrik Holmsen,DHB,B,5/8/19,NW,Pinus sylvestris (Furu),Resten,,3,,,1
113,4136,Hedmark,Didrik Holmsen,DHB,B,5/8/19,NW,Pinus sylvestris (Furu),Resten,,1,,,1
113,4137,Hedmark,Didrik Holmsen,DHB,B,5/8/19,SE,Betula pubescens (Bjørk),Resten,,2,,,1
113,4137,Hedmark,Didrik Holmsen,DHB,B,5/8/19,SE,Picea abies (Gran),Bad tree,,3,,,1
113,4138,Hedmark,Didrik Holmsen,DHB,B,5/8/19,SW,Betula pubescens (Bjørk),Resten,,1,,,5
113,4138,Hedmark,Didrik Holmsen,DHB,B,5/8/19,SW,Betula pubescens (Bjørk),Resten,,2,,,9
113,4138,Hedmark,Didrik Holmsen,DHB,B,5/8/19,SW,Betula pubescens (Bjørk),Resten,,4,,,3
113,4138,Hedmark,Didrik Holmsen,DHB,B,5/8/19,SW,Betula pubescens (Bjørk),Resten,,3,,,10
113,4138,Hedmark,Didrik Holmsen,DHB,B,5/8/19,SW,Picea abies (Gran),Bad tree,,2,,,1
113,4138,Hedmark,Didrik Holmsen,DHB,B,5/8/19,SW,Picea abies (Gran),Bad tree,,6,,,1
113,4138,Hedmark,Didrik Holmsen,DHB,B,5/8/19,SW,Picea abies (Gran),Bad tree,,5,,,1
113,4138,Hedmark,Didrik Holmsen,DHB,B,5/8/19,SW,Picea abies (Gran),Bad tree,,7,,,1
113,4138,Hedmark,Didrik Holmsen,DHB,B,5/8/19,SW,Pinus sylvestris (Furu),Resten,,1,,,2
113,4138,Hedmark,Didrik Holmsen,DHB,B,5/8/19,SW,Pinus sylvestris (Furu),Resten,,4,,,2
113,4138,Hedmark,Didrik Holmsen,DHB,B,5/8/19,SW,Sorbus aucuparia (Rogn),ROS,,3,,,1
113,4138,Hedmark,Didrik Holmsen,DHB,B,5/8/19,SW,Sorbus aucuparia (Rogn),ROS,,1,,,1
114,4139,Hedmark,Didrik Holmsen,DHUB,UB,5/8/19,NE,Picea abies (Gran),Bad tree,,7,,,1
114,4140,Hedmark,Didrik Holmsen,DHUB,UB,5/8/19,NW,Betula pubescens (Bjørk),Resten,,2,,,1
114,4140,Hedmark,Didrik Holmsen,DHUB,UB,5/8/19,NW,Betula pubescens (Bjørk),Resten,,1,,,2
114,4140,Hedmark,Didrik Holmsen,DHUB,UB,5/8/19,NW,Betula pubescens (Bjørk),Resten,,6,,,1
114,4140,Hedmark,Didrik Holmsen,DHUB,UB,5/8/19,NW,Betula pubescens (Bjørk),Resten,,3,,,1
114,4140,Hedmark,Didrik Holmsen,DHUB,UB,5/8/19,NW,Picea abies (Gran),Bad tree,,7,,,3
114,4140,Hedmark,Didrik Holmsen,DHUB,UB,5/8/19,NW,Sorbus aucuparia (Rogn),ROS,,3,,,1
114,4140,Hedmark,Didrik Holmsen,DHUB,UB,5/8/19,NW,Sorbus aucuparia (Rogn),ROS,,1,,,2
114,4140,Hedmark,Didrik Holmsen,DHUB,UB,5/8/19,NW,Sorbus aucuparia (Rogn),ROS,,5,,,1
114,4141,Hedmark,Didrik Holmsen,DHUB,UB,5/8/19,SE,Betula pubescens (Bjørk),Resten,,6,,,1
114,4141,Hedmark,Didrik Holmsen,DHUB,UB,5/8/19,SE,Picea abies (Gran),Bad tree,,7,,,2
114,4141,Hedmark,Didrik Holmsen,DHUB,UB,5/8/19,SE,Sorbus aucuparia (Rogn),ROS,,6,,,1
114,4142,Hedmark,Didrik Holmsen,DHUB,UB,5/8/19,SW,Betula pubescens (Bjørk),Resten,,1,,,1
114,4142,Hedmark,Didrik Holmsen,DHUB,UB,5/8/19,SW,Picea abies (Gran),Bad tree,,4,,,1
114,4142,Hedmark,Didrik Holmsen,DHUB,UB,5/8/19,SW,Picea abies (Gran),Bad tree,,6,,,2
114,4142,Hedmark,Didrik Holmsen,DHUB,UB,5/8/19,SW,Picea abies (Gran),Bad tree,,5,,,1
114,4142,Hedmark,Didrik Holmsen,DHUB,UB,5/8/19,SW,Picea abies (Gran),Bad tree,,7,,,1
114,4142,Hedmark,Didrik Holmsen,DHUB,UB,5/8/19,SW,Picea abies (Gran),Bad tree,,2,,,2
114,4142,Hedmark,Didrik Holmsen,DHUB,UB,5/8/19,SW,Picea abies (Gran),Bad tree,,1,,,5
114,4142,Hedmark,Didrik Holmsen,DHUB,UB,5/8/19,SW,Sorbus aucuparia (Rogn),ROS,,7,,,1
109,4079,Hedmark,Eidskog,STSKNB,B,4/24/19,NE,Betula pubescens (Bjørk),Resten,,1,,,1
109,4079,Hedmark,Eidskog,STSKNB,B,4/24/19,NE,Picea abies (Gran),Bad tree,,3,,,1
109,4079,Hedmark,Eidskog,STSKNB,B,4/24/19,NE,Picea abies (Gran),Bad tree,,1,,,1
109,4079,Hedmark,Eidskog,STSKNB,B,4/24/19,NE,Pinus sylvestris (Furu),Resten,,2,,,2
109,4079,Hedmark,Eidskog,STSKNB,B,4/24/19,NE,Pinus sylvestris (Furu),Resten,,5,,,1
109,4079,Hedmark,Eidskog,STSKNB,B,4/24/19,NE,Pinus sylvestris (Furu),Resten,,7,,,1
109,4079,Hedmark,Eidskog,STSKNB,B,4/24/19,NE,Pinus sylvestris (Furu),Resten,,1,,,1
109,4079,Hedmark,Eidskog,STSKNB,B,4/24/19,NE,Pinus sylvestris (Furu),Resten,,6,,,1
109,4081,Hedmark,Eidskog,STSKNB,B,4/24/19,SE,Betula pubescens (Bjørk),Resten,,1,,,4
109,4081,Hedmark,Eidskog,STSKNB,B,4/24/19,SE,Betula pubescens (Bjørk),Resten,,2,,,8
109,4081,Hedmark,Eidskog,STSKNB,B,4/24/19,SE,Picea abies (Gran),Bad tree,,4,,,2
109,4081,Hedmark,Eidskog,STSKNB,B,4/24/19,SE,Picea abies (Gran),Bad tree,,2,,,15
109,4081,Hedmark,Eidskog,STSKNB,B,4/24/19,SE,Picea abies (Gran),Bad tree,,1,,,5
109,4081,Hedmark,Eidskog,STSKNB,B,4/24/19,SE,Picea abies (Gran),Bad tree,,3,,,13
109,4081,Hedmark,Eidskog,STSKNB,B,4/24/19,SE,Pinus sylvestris (Furu),Resten,,7,,,3
109,4081,Hedmark,Eidskog,STSKNB,B,4/24/19,SE,Pinus sylvestris (Furu),Resten,,5,,,1
109,4081,Hedmark,Eidskog,STSKNB,B,4/24/19,SE,Pinus sylvestris (Furu),Resten,,4,,,2
109,4081,Hedmark,Eidskog,STSKNB,B,4/24/19,SE,Pinus sylvestris (Furu),Resten,,3,,,1
109,4081,Hedmark,Eidskog,STSKNB,B,4/24/19,SE,Pinus sylvestris (Furu),Resten,,2,,,1
109,4081,Hedmark,Eidskog,STSKNB,B,4/24/19,SE,Pinus sylvestris (Furu),Resten,,1,,,1
109,4081,Hedmark,Eidskog,STSKNB,B,4/24/19,SE,Populus tremula (Osp),ROS,,1,,,2
109,4082,Hedmark,Eidskog,STSKNB,B,4/24/19,SW,Betula pubescens (Bjørk),Resten,,3,,,1
109,4082,Hedmark,Eidskog,STSKNB,B,4/24/19,SW,Picea abies (Gran),Bad tree,,1,,,8
109,4082,Hedmark,Eidskog,STSKNB,B,4/24/19,SW,Pinus sylvestris (Furu),Resten,,7,,,2
109,4082,Hedmark,Eidskog,STSKNB,B,4/24/19,SW,Pinus sylvestris (Furu),Resten,,3,,,4
109,4082,Hedmark,Eidskog,STSKNB,B,4/24/19,SW,Pinus sylvestris (Furu),Resten,,2,,,1
109,4082,Hedmark,Eidskog,STSKNB,B,4/24/19,SW,Pinus sylvestris (Furu),Resten,,1,,,1
109,4080,Hedmark,Eidskog,STSKNB,B,4/29/19,NW,Betula pubescens (Bjørk),Resten,,3,,,1
109,4080,Hedmark,Eidskog,STSKNB,B,4/29/19,NW,Betula pubescens (Bjørk),Resten,,1,,,1
109,4080,Hedmark,Eidskog,STSKNB,B,4/29/19,NW,Picea abies (Gran),Bad tree,,1,,,8
109,4080,Hedmark,Eidskog,STSKNB,B,4/29/19,NW,Pinus sylvestris (Furu),Resten,,6,,,1
110,4083,Hedmark,Eidskog,STSKNUB,UB,4/25/19,NE,Picea abies (Gran),Bad tree,,1,,,2
110,4083,Hedmark,Eidskog,STSKNUB,UB,4/25/19,NE,Pinus sylvestris (Furu),Resten,,4,,,1
110,4083,Hedmark,Eidskog,STSKNUB,UB,4/25/19,NE,Pinus sylvestris (Furu),Resten,,6,,,1
110,4083,Hedmark,Eidskog,STSKNUB,UB,4/25/19,NE,Pinus sylvestris (Furu),Resten,,2,,,2
110,4083,Hedmark,Eidskog,STSKNUB,UB,4/25/19,NE,Pinus sylvestris (Furu),Resten,,1,,,3
110,4083,Hedmark,Eidskog,STSKNUB,UB,4/25/19,NE,Pinus sylvestris (Furu),Resten,,7,,,1
110,4084,Hedmark,Eidskog,STSKNUB,UB,4/25/19,NW,Pinus sylvestris (Furu),Resten,,1,,,2
110,4085,Hedmark,Eidskog,STSKNUB,UB,4/25/19,SE,Betula pubescens (Bjørk),Resten,,3,,,1
110,4085,Hedmark,Eidskog,STSKNUB,UB,4/25/19,SE,Picea abies (Gran),Bad tree,,1,,,1
110,4085,Hedmark,Eidskog,STSKNUB,UB,4/25/19,SE,Picea abies (Gran),Bad tree,,7,,,1
110,4085,Hedmark,Eidskog,STSKNUB,UB,4/25/19,SE,Pinus sylvestris (Furu),Resten,,5,,,2
110,4085,Hedmark,Eidskog,STSKNUB,UB,4/25/19,SE,Pinus sylvestris (Furu),Resten,,7,,,3
110,4085,Hedmark,Eidskog,STSKNUB,UB,4/25/19,SE,Pinus sylvestris (Furu),Resten,,1,,,1
110,4086,Hedmark,Eidskog,STSKNUB,UB,4/25/19,SW,Betula pubescens (Bjørk),Resten,,2,,,1
110,4086,Hedmark,Eidskog,STSKNUB,UB,4/25/19,SW,Picea abies (Gran),Bad tree,,2,,,2
110,4086,Hedmark,Eidskog,STSKNUB,UB,4/25/19,SW,Picea abies (Gran),Bad tree,,1,,,1
110,4086,Hedmark,Eidskog,STSKNUB,UB,4/25/19,SW,Pinus sylvestris (Furu),Resten,,6,,,1
110,4086,Hedmark,Eidskog,STSKNUB,UB,4/25/19,SW,Pinus sylvestris (Furu),Resten,,7,,,2
110,4086,Hedmark,Eidskog,STSKNUB,UB,4/25/19,SW,Pinus sylvestris (Furu),Resten,,2,,,1
119,4127,Hedmark,Fet 3,FKB,B,5/7/19,NE,Betula pubescens (Bjørk),Resten,,5,,,1
119,4127,Hedmark,Fet 3,FKB,B,5/7/19,NE,Betula pubescens (Bjørk),Resten,,6,,,1
119,4127,Hedmark,Fet 3,FKB,B,5/7/19,NE,Picea abies (Gran),Bad tree,,4,,,17
119,4127,Hedmark,Fet 3,FKB,B,5/7/19,NE,Picea abies (Gran),Bad tree,,2,,,25
119,4127,Hedmark,Fet 3,FKB,B,5/7/19,NE,Picea abies (Gran),Bad tree,,7,,,1
119,4127,Hedmark,Fet 3,FKB,B,5/7/19,NE,Picea abies (Gran),Bad tree,,5,,,6
119,4127,Hedmark,Fet 3,FKB,B,5/7/19,NE,Picea abies (Gran),Bad tree,,3,,,17
119,4127,Hedmark,Fet 3,FKB,B,5/7/19,NE,Picea abies (Gran),Bad tree,,6,,,1
119,4127,Hedmark,Fet 3,FKB,B,5/7/19,NE,Picea abies (Gran),Bad tree,,1,,,8
119,4127,Hedmark,Fet 3,FKB,B,5/7/19,NE,Salix caprea (Selje),ROS,,2,,,1
119,4127,Hedmark,Fet 3,FKB,B,5/7/19,NE,Sorbus aucuparia (Rogn),ROS,,2,,,1
